序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
29,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,31,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B13,,,02,,,56,,1,13,04,120.692323,24.072237,3
30,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,31,臺中市,龍井區,0,1,0,7,6,03,02,1,5,4,6,6,2,1,10,5,1,1,17,2,09,5,C03,7,09,02,12,,43,43,1,13,04,120.579720,24.192485,2
31,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,34,臺中市,大里區,0,1,0,6,6,13,08,1,5,4,6,6,4,4,05,5,4,1,17,2,09,2,C03,7,09,02,11,,07,07,1,12,04,120.679322,24.107415,2
32,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,39,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,07,,1,13,04,120.641391,24.168538,3
33,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,40,臺中市,豐原區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,18,2,09,1,C03,7,09,02,14,,84,84,1,06,04,120.724037,24.238421,2
34,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,41,臺中市,梧棲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,30,2,09,1,C03,7,09,02,16,,87,87,1,06,04,120.551908,24.243772,2
35,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,41,臺中市,梧棲區,0,1,0,7,6,04,02,1,5,4,6,6,4,4,10,5,5,2,16,2,09,1,C03,7,06,02,14,,14,14,1,06,04,120.557987,24.258425,2
36,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,45,臺中市,大雅區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,4,5,1,17,3,10,1,C03,7,09,02,14,,20,20,1,12,04,120.646866,24.226836,2
37,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,45,臺中市,大里區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,01,5,5,2,15,2,06,1,C03,7,09,02,14,,21,21,1,13,04,120.687261,24.095548,2
38,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,47,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,01,3,5,2,17,3,10,3,B03,7,09,02,02,,84,84,1,12,04,120.656163,24.169276,2
39,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,47,臺中市,豐原區,0,1,0,6,6,03,01,1,5,4,6,6,1,1,03,3,4,2,16,3,10,5,C03,7,06,02,13,,23,23,1,13,04,120.722248,24.276815,2
40,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,48,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,13,04,120.665287,24.150867,3
41,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,48,臺中市,大里區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,05,5,5,1,17,2,09,1,C03,7,01,02,11,,51,51,1,12,04,120.696216,24.082980,2
42,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,48,臺中市,神岡區,0,0,0,7,,,,,,,,,,,,,,,,,,,A04,,,02,,,84,84,1,13,04,120.686965,24.247705,3
43,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,51,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,07,,1,13,04,120.692390,24.072288,3
44,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,53,臺中市,潭子區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,03,4,5,2,17,2,09,2,C03,7,09,02,11,,07,07,1,13,04,120.712945,24.225051,2
45,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,54,臺中市,大雅區,0,1,0,7,6,04,09,1,5,4,6,6,4,4,10,4,5,2,17,2,09,1,C03,7,09,02,14,,58,58,1,12,04,120.667645,24.223069,2
46,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,56,臺中市,東區,0,1,0,6,6,13,09,1,5,4,6,6,4,4,09,5,5,2,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.698938,24.129016,2
47,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,56,臺中市,北屯區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,05,5,4,2,13,2,09,1,C03,7,09,02,11,,07,07,1,13,04,120.671995,24.182174,2
48,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,58,臺中市,西屯區,0,2,0,7,6,04,02,1,5,4,6,6,2,1,05,4,5,2,17,2,08,2,C03,7,07,02,13,,84,84,1,06,04,120.661419,24.166471,2
49,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,07,59,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,49,,1,13,04,120.631343,24.118364,3
50,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,00,臺中市,太平區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,4,5,2,13,2,08,1,C03,7,09,02,11,,59,59,1,12,04,120.716308,24.133042,2
51,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,02,臺中市,西區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,05,5,5,2,16,2,09,5,C03,7,09,02,14,,12,12,1,12,04,120.663677,24.129398,2
52,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,02,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,,,,,A11,,,02,,,49,,1,12,04,120.681205,24.095263,3
53,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,04,臺中市,龍井區,0,0,0,6,,,,,,,,,,,,,,,16,,,,C03,,,01,,,06,,1,13,04,120.589380,24.180919,3
54,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,08,臺中市,北屯區,0,1,0,7,6,13,07,1,5,3,6,6,4,4,01,4,4,2,13,2,08,1,C03,7,09,02,11,,07,07,1,12,04,120.662623,24.188015,2
55,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,13,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,07,,1,13,04,120.644164,24.201417,3
56,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,17,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,A04,,,02,,,07,07,1,12,04,120.671405,24.119048,3
57,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,23,臺中市,大里區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,01,4,5,1,28,,,,,,,,,,118,118,1,,,120.686990,24.096194,2
58,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,30,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,30,,,,,,,,,,116,,1,,,120.615144,24.192220,3
59,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,30,臺中市,霧峰區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,02,3,B03,7,09,02,05,,12,12,1,12,04,120.676374,24.037643,2
60,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,30,臺中市,大甲區,0,0,0,7,,,,,,,,,,,,,,,02,,,,C03,,,02,,,51,,1,13,04,120.625870,24.348675,3
61,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,32,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,01,,,14,,1,12,04,120.704636,24.170085,3
62,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,35,臺中市,南區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,2,09,1,C03,7,09,02,11,,84,84,1,12,04,120.673652,24.129776,2
63,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,42,臺中市,后里區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,09,5,5,1,16,3,10,3,B12,7,05,02,06,,14,14,1,12,04,120.694738,24.309671,2
64,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,43,臺中市,南屯區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,03,4,4,2,12,2,09,5,C03,7,09,02,11,,59,84,1,13,04,120.640038,24.151079,2
65,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,44,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,08,08,1,12,04,120.646423,24.137475,3
66,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,45,臺中市,西屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,16,3,10,5,B03,7,06,02,05,,11,11,1,13,04,120.648077,24.169460,2
67,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,47,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,51,,1,12,04,120.731212,24.142093,3
68,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,48,臺中市,北區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,15,2,09,2,C03,7,09,02,12,,21,21,1,13,04,120.675307,24.165510,2
69,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,48,臺中市,烏日區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,03,2,07,6,H01,8,16,10,17,,98,98,1,12,05,120.622133,24.107580,2
70,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,49,臺中市,北區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,B03,7,06,02,02,,14,14,1,12,04,120.681968,24.167058,2
71,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,50,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,13,2,08,1,C03,7,09,02,11,,07,07,1,13,04,120.646416,24.126122,2
72,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,54,臺中市,西屯區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,10,5,5,2,13,2,09,1,C03,7,09,01,11,,59,59,1,13,04,120.657770,24.158060,2
73,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,08,55,臺中市,梧棲區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,16,2,07,3,B03,7,08,02,08,,20,20,1,06,04,120.544331,24.247096,2
74,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,00,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,49,,1,06,04,120.576051,24.224646,3
75,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,00,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B12,,,02,,,49,,1,13,04,120.724026,24.247194,3
76,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,00,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,,,,,,,119,,1,,,120.734371,24.238637,3
77,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,02,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,13,04,120.725685,24.252250,3
78,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,08,臺中市,中區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,07,,1,13,04,120.682652,24.140883,3
79,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,15,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,09,,,51,51,2,06,04,120.547689,24.264216,3
80,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,22,臺中市,烏日區,0,1,0,7,6,13,09,2,5,4,6,6,4,4,05,4,5,2,17,3,10,5,B01,7,02,02,08,,49,49,1,12,04,120.616149,24.112150,2
81,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,27,臺中市,外埔區,0,0,0,7,,,,,,,,,,,,,,,35,,,,B13,,,02,,,49,,1,06,04,120.657718,24.327368,3
82,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,47,臺中市,大里區,0,1,0,6,6,13,09,1,5,4,6,6,4,4,05,5,5,2,12,2,08,1,C03,7,01,02,14,,51,51,1,12,04,120.691275,24.114031,2
83,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,50,臺中市,后里區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,02,,,24,24,1,06,04,120.688872,24.306165,3
84,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,56,臺中市,南區,0,2,0,6,6,13,07,1,5,4,6,6,4,4,01,4,4,2,13,3,10,3,B03,7,09,02,01,,07,07,1,13,04,120.656096,24.115988,2
85,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,57,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B01,,,01,,,84,84,1,12,04,120.672401,24.138948,4
86,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,09,58,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,84,1,13,04,120.685060,24.171182,3
87,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,00,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,09,,,50,,1,12,04,120.573699,24.229310,3
88,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,03,臺中市,神岡區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,13,04,120.682534,24.243346,3
89,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,05,臺中市,西屯區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,04,4,5,2,12,3,10,5,B03,7,09,02,01,,56,56,1,13,04,120.639123,24.179820,2
90,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,09,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,,,,,,,119,,1,,,120.614874,24.191950,3
91,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,10,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,59,,1,13,04,120.653985,24.132487,3
92,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,12,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,09,,,,B03,,,09,,,51,,1,12,04,120.686871,24.169471,3
93,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,12,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,84,1,12,04,120.637921,24.181024,3
94,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,14,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,20,,1,13,04,120.701748,24.188278,3
95,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,14,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,12,04,120.663128,24.143060,3
96,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,14,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,14,,,,C03,,,01,,,49,,1,13,04,120.683898,24.147046,3
97,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,19,臺中市,西屯區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,13,2,08,2,C03,7,05,01,11,,58,58,1,06,04,120.641704,24.192635,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,20,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B11,,,01,,,84,84,1,13,04,120.683350,24.170006,3
99,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,21,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,38,,1,13,04,120.615223,24.182900,3
100,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,27,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,11,3,10,3,B03,7,06,02,01,,11,11,1,12,04,120.633937,24.159476,2
101,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,27,臺中市,南屯區,0,0,0,6,,,,,,,,,,,,,,,17,,,,C03,,,09,,,50,,2,13,04,120.646167,24.149048,3
102,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,28,臺中市,大里區,0,3,0,7,6,04,02,1,5,4,6,6,1,1,10,5,5,2,12,2,09,1,C03,7,05,02,11,,08,08,1,12,04,120.679764,24.105516,2
103,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,30,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,07,,1,12,04,120.672648,24.174234,4
104,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,30,臺中市,太平區,0,0,0,7,6,,,,,,,,,,,,,,,,,,B03,,,02,01,,84,84,1,12,04,120.729141,24.094857,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,30,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,06,04,120.719682,24.258297,3
106,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,32,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,40,,1,12,04,120.681435,24.156277,3
107,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,35,臺中市,大里區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,12,3,10,1,C03,7,06,02,14,,20,20,1,13,04,120.686133,24.113405,2
108,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,35,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,02,,59,59,1,12,04,120.710172,24.120908,3
109,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,40,臺中市,神岡區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,1,17,2,09,1,C03,7,09,02,11,,07,07,1,13,04,120.686306,24.252642,2
110,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,43,臺中市,北屯區,0,1,0,7,6,05,01,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,B03,7,05,02,08,,11,11,1,12,04,120.673790,24.174076,2
111,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,46,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,49,,1,12,04,120.690657,24.171061,4
112,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,50,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,15,,,,B03,,,02,,,20,,1,12,04,120.535765,24.211139,3
113,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,50,臺中市,豐原區,0,1,0,7,6,03,01,1,5,4,6,6,3,1,05,5,5,2,15,3,10,5,B03,7,01,02,05,,51,51,1,06,04,120.739698,24.255809,2
114,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,10,51,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,12,04,120.623497,24.149515,3
115,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,11,00,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,15,15,1,13,04,120.715482,24.181175,3
116,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,11,00,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,12,,,,F02,,,02,,,43,,1,13,04,120.707579,24.244335,3
117,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,11,05,臺中市,太平區,0,1,0,7,6,04,02,1,5,4,6,6,2,1,05,2,5,2,18,2,09,1,C03,7,12,02,14,,84,84,1,12,04,120.701748,24.153588,2
118,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,11,07,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,02,,,51,,1,13,04,120.699987,24.068220,3
119,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,11,08,臺中市,霧峰區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,05,4,4,2,17,3,10,3,B03,7,06,02,01,,13,13,1,12,04,120.696345,24.058893,2
120,66000,387130000C,(04)23274275,(04)23288582,2024,03,01,11,12,臺中市,后里區,0,1,0,7,6,13,07,1,5,4,6,6,4,4,05,4,5,1,16,3,10,3,B03,7,11,02,08,,34,34,1,06,04,120.731049,24.336400,2
