序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
22,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,14,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,C03,,,01,,,07,,1,12,04,120.589973,24.177844,3
23,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,14,臺中市,大甲區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,B12,7,05,02,06,,11,47,1,12,04,120.608040,24.326358,2
24,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,15,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,59,59,1,12,04,120.620854,24.139990,3
25,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,21,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,4,5,2,12,2,09,1,C03,7,04,02,11,,01,01,1,12,04,120.608518,24.163291,2
26,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,21,臺中市,霧峰區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,05,5,5,2,16,2,09,5,F02,7,06,02,14,,48,48,1,12,04,120.676600,24.059863,2
27,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,23,臺中市,大里區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,01,3,5,1,13,2,07,1,C02,7,09,02,11,,07,07,1,13,04,120.702386,24.123866,2
28,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,25,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,06,04,120.683104,24.086001,3
29,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,26,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,49,,1,13,04,120.639674,24.170749,3
30,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,27,臺中市,沙鹿區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,09,5,5,2,17,2,09,2,C03,7,06,02,11,,13,13,1,12,04,120.579881,24.213566,2
31,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,32,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,02,,,,B03,,,01,,,84,84,1,13,04,120.611575,24.186377,3
32,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,32,臺中市,大甲區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,2,09,1,C03,7,09,02,14,,07,07,1,12,04,120.642327,24.406220,2
33,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,34,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,11,,,,B03,,,02,,,08,,1,12,04,120.729355,24.237911,3
34,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,35,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,09,,,,B12,,,09,,,08,08,2,06,04,120.730667,24.169886,3
35,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,35,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,84,,1,06,04,120.711425,24.239053,3
36,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,37,臺中市,南區,0,1,0,7,6,04,09,1,5,4,6,6,4,4,05,5,5,2,17,3,10,2,C01,7,01,02,11,,51,51,1,12,04,120.662101,24.128444,2
37,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,38,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,59,,1,13,04,120.656164,24.147882,3
38,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,39,臺中市,北屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,03,4,5,1,25,2,09,2,C03,7,09,06,11,,84,84,1,12,04,120.699031,24.174481,2
39,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,40,臺中市,大雅區,0,0,0,6,,,,,,,,,,,,,,,,,,,C03,,,02,,,01,01,1,12,04,120.636689,24.208603,3
40,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,40,臺中市,東區,0,1,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,17,2,09,2,C03,7,06,02,14,,84,84,1,12,04,120.687838,24.140098,2
41,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,40,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,11,,,,B03,,,01,,,08,,1,06,04,120.523559,24.229784,4
42,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,41,臺中市,西屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,04,3,5,2,12,3,10,3,B03,7,05,02,06,,20,20,1,11,04,120.610724,24.190991,2
43,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,42,臺中市,沙鹿區,0,1,0,7,6,04,09,1,5,4,6,6,4,4,05,5,5,1,17,3,10,3,B03,7,04,02,02,,39,39,1,13,04,120.565195,24.208515,2
44,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,43,臺中市,大里區,0,0,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,16,,,,B12,,,02,,,14,,1,13,04,120.704151,24.106629,3
45,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,44,臺中市,東區,0,1,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,17,2,09,2,C03,7,06,02,14,,87,87,1,12,04,120.687838,24.140098,2
46,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,45,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,84,84,1,12,04,120.657127,24.200899,3
47,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,46,臺中市,龍井區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,01,4,1,1,12,2,09,1,C03,7,09,02,14,,42,42,1,06,04,120.579504,24.191639,2
48,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,47,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,08,,1,12,04,120.571383,24.275531,3
49,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,47,臺中市,神岡區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,11,,1,13,04,120.657262,24.278264,3
50,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,48,臺中市,清水區,0,1,0,7,6,05,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,2,C03,7,09,02,11,,59,59,1,12,04,120.559786,24.279476,2
51,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,51,臺中市,烏日區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B01,,,02,,,49,,1,06,04,120.644748,24.109579,3
52,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,52,臺中市,北屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,01,4,5,2,13,2,08,1,C02,7,09,01,11,,58,58,1,06,04,120.698809,24.174688,2
53,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,54,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,01,5,5,2,16,3,10,3,B03,7,05,02,02,,47,47,1,06,04,120.623390,24.149700,2
54,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,54,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,45,,1,13,04,120.725516,24.166789,3
55,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,55,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,59,59,1,06,04,120.692409,24.101560,3
56,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,55,臺中市,太平區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,05,5,4,2,16,2,09,2,C03,7,06,02,11,,48,48,1,12,04,120.713251,24.131667,2
57,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,56,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,07,07,1,13,04,120.575304,24.227967,3
58,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,07,59,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,59,,1,13,04,120.635457,24.152879,3
59,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,00,臺中市,東區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,B03,7,09,02,02,,08,08,1,12,04,120.701510,24.125407,2
60,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,01,臺中市,大肚區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,13,2,08,5,C03,7,09,02,11,,59,07,1,06,04,120.571796,24.174397,2
61,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,10,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,15,,,,C03,,,02,,,21,,1,12,04,120.705693,24.218310,3
62,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,10,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,01,,,07,,1,12,04,120.607171,24.138579,3
63,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,11,臺中市,潭子區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,B03,7,05,02,05,,14,14,1,12,04,120.706805,24.231425,2
64,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,11,臺中市,西區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B12,7,05,02,02,,14,14,1,12,04,120.663021,24.149034,2
65,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,11,臺中市,西屯區,0,1,0,7,6,13,07,1,5,4,6,6,4,4,01,4,5,1,13,3,10,3,B03,7,09,02,01,,84,84,1,12,04,120.650720,24.197660,2
66,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,12,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,59,1,12,04,120.634948,24.179291,3
67,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,14,臺中市,北區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,4,5,2,16,3,10,3,B03,7,05,02,02,,47,47,1,12,04,120.678344,24.168440,2
68,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,14,臺中市,南區,0,2,0,7,6,04,02,1,5,4,6,6,1,1,01,4,4,2,12,2,08,1,C03,7,09,02,12,,85,85,1,12,04,120.657782,24.129010,2
69,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,14,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,84,84,1,13,04,120.653016,24.139489,3
70,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,15,臺中市,后里區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,05,5,5,1,17,3,10,3,B03,7,03,02,05,,50,50,1,06,04,120.723692,24.294721,2
71,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,19,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,59,,1,06,04,120.623695,24.149272,3
72,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,20,臺中市,大肚區,0,3,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,16,2,08,1,C03,7,06,02,11,,14,14,1,06,04,120.541002,24.153145,2
73,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,21,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,45,,1,13,04,120.685725,24.155948,3
74,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,22,臺中市,西屯區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,12,2,09,1,C03,7,06,02,14,,84,84,1,13,04,120.594688,24.190958,2
75,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,23,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,4,5,2,18,2,09,1,C03,7,09,02,12,,59,59,1,13,04,120.646629,24.140096,2
76,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,25,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,59,,1,13,04,120.673731,24.208243,3
77,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,25,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,08,,1,13,04,120.587352,24.172836,3
78,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,27,臺中市,北區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,17,2,09,5,C03,7,01,02,14,,51,51,1,13,04,120.669053,24.166017,2
79,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,29,臺中市,東區,0,1,0,7,6,13,07,1,5,4,6,6,4,4,05,5,4,2,17,3,10,3,B03,7,09,01,01,,07,84,1,12,04,120.698723,24.144544,2
80,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,31,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,07,,1,12,04,120.650436,24.150796,3
81,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,39,臺中市,大安區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,17,2,09,4,F01,7,11,02,12,,45,45,1,12,04,120.591235,24.340027,2
82,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,40,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,01,,,51,51,1,13,04,120.652177,24.152327,3
83,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,42,臺中市,潭子區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,13,2,09,2,C03,7,09,02,11,,58,58,1,12,04,120.674136,24.206410,2
84,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,42,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,05,5,5,2,17,2,08,1,C03,7,01,02,14,,51,51,1,06,04,120.649927,24.140002,2
85,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,43,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,35,,,,B12,,,01,,,75,,1,12,04,120.643759,24.140556,3
86,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,48,臺中市,太平區,0,1,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,13,2,09,2,C03,7,09,02,14,,08,08,1,13,04,120.735715,24.129406,2
87,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,50,臺中市,豐原區,0,1,0,7,6,11,09,1,5,4,6,6,4,4,10,5,5,2,11,2,08,5,C03,7,01,02,11,,51,51,1,13,04,120.707585,24.248474,2
88,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,55,臺中市,北區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,01,4,5,2,18,2,09,1,C03,7,09,02,12,,84,84,1,12,04,120.685395,24.152786,2
89,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,55,臺中市,大里區,0,2,0,7,6,13,14,1,5,4,6,6,4,4,01,4,4,1,16,3,10,3,B03,7,05,02,05,,84,84,1,13,04,120.687169,24.102537,2
90,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,08,56,臺中市,大肚區,0,0,0,7,,,,,,,,,,,,,,,24,,,,B03,,,02,,,84,84,1,06,04,120.574249,24.167709,3
91,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,07,臺中市,豐原區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,13,3,10,5,B03,7,05,02,02,,87,87,1,12,04,120.706650,24.237086,2
92,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,09,臺中市,神岡區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,15,2,09,2,C03,7,09,02,12,,21,21,1,06,04,120.702020,24.273360,2
93,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,10,臺中市,大肚區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,1,C03,7,06,02,14,,08,08,1,07,04,120.580739,24.173188,2
94,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,13,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,17,3,10,5,B03,7,01,02,15,,51,51,1,13,04,120.637184,24.151550,2
95,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,15,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,59,,1,13,04,120.687319,24.163189,3
96,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,20,臺中市,北區,0,1,0,7,6,05,01,1,5,4,6,6,1,1,05,4,5,2,17,2,09,5,C03,7,09,02,12,,05,05,1,13,04,120.686252,24.154820,2
97,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,23,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,84,,1,13,04,120.668602,24.180147,4
98,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,23,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,,,,,A32,,,09,,,82,,1,06,04,120.525931,24.256267,3
99,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,24,臺中市,大雅區,0,2,0,7,6,13,09,1,5,4,6,6,1,1,05,5,5,1,17,2,09,1,C03,7,08,02,14,,40,40,1,13,04,120.645611,24.225836,2
100,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,35,臺中市,北區,0,2,0,7,6,04,09,1,5,4,6,6,1,1,05,4,5,2,17,2,09,1,C03,7,09,02,11,,59,59,1,12,04,120.670792,24.156133,2
101,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,35,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,49,,1,12,04,120.640418,24.196488,3
102,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,40,臺中市,大雅區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,17,2,07,3,B03,7,01,01,08,,51,51,1,12,04,120.640430,24.214566,2
103,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,40,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,02,,,40,,1,06,04,120.670790,24.178935,4
104,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,41,臺中市,烏日區,0,0,0,7,6,13,09,1,5,4,6,6,1,1,09,5,5,1,13,,,,B03,,,02,,,59,,1,12,04,120.650640,24.108712,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,43,臺中市,潭子區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,2,C03,7,09,02,13,,15,20,1,12,04,120.701762,24.189546,2
106,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,44,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,45,,1,12,04,120.722629,24.203118,3
107,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,49,臺中市,梧棲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,2,17,2,07,5,F03,7,09,09,11,,84,84,1,06,04,120.531456,24.242168,2
108,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,09,52,臺中市,烏日區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,15,2,09,2,C03,7,09,02,14,,21,21,1,06,04,120.646622,24.110336,2
109,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,05,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,09,,,49,,1,12,04,120.650674,24.173726,3
110,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,09,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,,1,12,04,120.651212,24.164582,3
111,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,10,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B12,,,01,,,78,,1,12,04,120.637494,24.200433,3
112,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,11,臺中市,西屯區,0,1,0,7,6,03,02,1,5,4,6,6,1,1,09,4,5,1,12,2,09,1,C03,7,08,02,14,,08,08,1,12,04,120.648745,24.168747,2
113,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,12,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B01,,,02,,,84,,1,13,04,120.671902,24.144992,3
114,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,12,臺中市,大甲區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,78,,1,12,04,120.648260,24.404489,3
115,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,16,臺中市,太平區,0,1,0,7,6,11,09,1,5,4,6,6,4,4,05,5,5,1,13,2,08,2,C03,7,09,02,11,,07,07,1,12,04,120.774647,24.105262,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,18,臺中市,烏日區,0,0,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,21,,,,A12,,,01,,,08,,1,12,04,120.636890,24.064222,3
117,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,20,臺中市,北區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,05,4,5,2,17,2,09,5,C03,7,09,02,12,,13,15,1,13,04,120.670384,24.156828,2
118,66000,387130000C,(04)23274275,(04)23288582,2024,07,01,10,21,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,24,,,,A12,,,02,,,84,,1,08,04,120.726919,24.141433,3
