序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
53,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,10,43,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,50,,1,12,04,120.725047,24.161767,3
54,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,10,45,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,49,,1,13,04,120.711536,24.211520,3
55,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,10,46,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,09,,,50,,1,13,04,120.708537,24.206123,3
56,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,10,51,臺中市,中區,0,0,0,7,,,,,,,,,,,,,,,,,,,B01,,,01,,,84,,1,13,04,120.679497,24.142426,3
57,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,10,54,臺中市,烏日區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,17,3,10,3,B03,7,09,02,05,,58,58,1,12,04,120.622034,24.107177,2
58,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,00,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,07,,1,12,04,120.694735,24.140494,3
59,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,00,臺中市,大里區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,1,15,3,10,1,C03,7,09,02,11,,25,25,1,12,04,120.680949,24.105836,2
60,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,04,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,A11,,,02,,,07,,1,12,04,120.723462,24.165481,4
61,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,10,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,39,39,1,13,04,120.692946,24.229446,3
62,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,12,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,07,,1,13,04,120.699074,24.214223,3
63,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,14,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C02,,,01,,,58,,1,12,04,120.634567,24.172330,3
64,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,14,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,49,,1,06,04,120.703613,24.108580,3
65,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,15,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,A12,,,01,,,08,,1,06,04,120.620016,24.180810,4
66,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,34,臺中市,后里區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,09,4,5,1,13,2,09,2,C03,7,09,02,11,,07,07,1,12,04,120.729724,24.331005,2
67,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,38,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,,,,,F01,,,01,,,87,,1,04,04,120.728221,24.090227,3
68,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,43,臺中市,大里區,0,4,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,1,16,2,09,1,C03,7,06,02,14,,11,11,1,12,04,120.679764,24.105516,2
69,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,45,臺中市,西區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,5,C02,7,09,02,11,,15,15,1,12,04,120.660808,24.135845,2
70,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,50,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,02,,,59,59,1,12,04,120.542942,24.245973,3
71,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,54,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,B03,7,06,02,05,,34,34,1,12,04,120.676300,24.174398,2
72,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,54,臺中市,北屯區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,B11,7,06,02,07,,14,14,1,06,04,120.700292,24.183307,2
73,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,11,55,臺中市,沙鹿區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,2,09,2,C03,7,09,03,12,,59,59,1,13,04,120.570594,24.213415,2
74,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,00,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,,,,,,,119,,1,,,120.679525,24.176603,3
75,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,00,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,11,,,08,,1,12,04,120.718531,24.257680,3
76,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,02,臺中市,清水區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,08,3,4,2,12,3,10,3,B03,7,05,02,05,,14,14,1,12,04,120.540331,24.288976,2
77,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,04,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,01,5,5,2,16,3,10,3,B03,7,05,02,06,,25,25,1,06,04,120.623143,24.149818,2
78,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,04,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,09,,,49,,2,13,04,120.652652,24.142505,3
79,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,05,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,02,,,,B03,,,01,,,35,,1,12,04,120.668959,24.177466,3
80,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,08,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,,1,13,04,120.671941,24.145808,3
81,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,08,臺中市,西屯區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,05,4,4,2,16,3,10,5,B03,7,05,02,05,,20,20,1,12,04,120.639433,24.164781,2
82,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,08,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,13,04,120.655224,24.200551,4
83,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,09,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,11,,07,59,1,12,04,120.714458,24.123016,3
84,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,11,臺中市,豐原區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,05,4,4,2,13,2,08,2,C03,7,09,02,11,,58,58,1,12,04,120.712561,24.250552,2
85,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,13,臺中市,西區,0,0,0,5,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,13,04,120.672846,24.140856,3
86,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,14,臺中市,清水區,0,0,0,7,3,13,07,1,5,4,6,6,4,4,08,3,5,1,12,,,,B03,,,01,,,40,,1,12,04,120.553015,24.296798,3
87,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,17,臺中市,豐原區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,13,3,10,1,C03,7,09,02,11,,07,07,1,12,04,120.723189,24.254919,2
88,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,25,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,01,,,08,,1,13,04,120.681878,24.165091,3
89,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,39,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,,1,06,04,120.783590,24.176124,3
90,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,40,臺中市,北區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,03,4,4,2,17,2,09,5,C03,7,09,02,11,,84,59,1,13,04,120.688561,24.146538,2
91,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,41,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,87,,1,12,04,120.714595,24.249393,3
92,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,45,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,58,,1,13,04,120.727489,24.244903,3
93,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,50,臺中市,南屯區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,10,5,5,2,13,2,09,5,C03,7,09,02,11,,07,07,1,12,04,120.646658,24.153876,2
94,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,50,臺中市,大甲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,17,2,09,1,C03,7,09,02,11,,59,59,1,13,04,120.645831,24.406250,2
95,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,54,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,84,84,1,06,04,120.579834,24.191875,3
96,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,55,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,59,59,1,12,04,120.646327,24.140010,3
97,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,12,57,臺中市,沙鹿區,0,1,0,7,6,05,01,1,5,4,6,6,2,1,10,5,5,2,12,3,10,3,B03,7,09,02,02,,08,08,1,12,04,120.569304,24.237178,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,05,臺中市,清水區,0,2,0,7,6,04,01,1,5,4,6,5,4,4,10,5,5,2,17,3,10,3,B03,7,09,02,02,,15,15,1,12,04,120.573270,24.269971,2
99,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,13,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B12,,,01,,,59,,1,06,04,120.608248,24.188992,3
100,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,14,臺中市,南屯區,0,0,0,6,,,,,,,,,,,,,,,15,,,,C03,,,02,,,06,,1,06,04,120.642909,24.142996,3
101,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,14,臺中市,南屯區,0,1,0,6,6,04,01,1,5,4,6,6,1,1,05,5,4,2,16,3,10,3,B03,7,06,02,01,,11,11,1,12,04,120.653021,24.153588,2
102,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,19,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,,1,06,04,120.685970,24.200816,3
103,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,19,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,17,3,10,3,B03,7,01,02,08,,51,51,1,13,04,120.655824,24.158537,2
104,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,25,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B12,,,02,,,59,59,1,06,04,120.650162,24.155832,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,31,臺中市,南區,0,0,0,6,,,,,,,,,,,,,,,17,,,,B03,,,01,,,85,,1,13,04,120.673682,24.125324,3
106,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,31,臺中市,龍井區,0,3,0,6,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,5,B03,7,01,11,05,,51,51,2,06,04,120.588615,24.183045,2
107,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,33,臺中市,龍井區,0,0,0,6,,,,,,,,,,,,,,,12,,,,B03,,,02,,,57,57,1,06,04,120.573909,24.184591,3
108,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,35,臺中市,北屯區,0,1,0,7,6,04,02,1,5,4,6,6,2,1,01,4,5,1,13,2,08,1,C03,7,09,01,11,,59,59,1,12,04,120.680459,24.200820,2
109,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,40,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,50,,1,12,04,120.723585,24.244500,3
110,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,43,臺中市,東區,0,0,0,5,,,,,,,,,,,,,,,,,,,B03,,,01,,,39,,1,13,04,120.710088,24.149476,3
111,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,43,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B03,7,05,02,02,,20,20,1,06,04,120.663954,24.185665,2
112,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,47,臺中市,大里區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B01,7,11,02,01,,45,45,1,12,04,120.703844,24.093905,2
113,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,50,臺中市,太平區,0,1,0,5,6,03,01,1,4,4,6,6,1,1,10,5,5,2,16,2,09,2,C03,7,09,02,13,,06,06,1,12,04,120.710708,24.150433,2
114,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,54,臺中市,南屯區,0,0,0,5,6,13,08,1,4,4,6,6,4,4,09,5,4,2,12,,,,B03,,,02,,,40,,1,12,04,120.649536,24.132041,3
115,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,57,臺中市,東區,0,1,0,5,6,04,01,1,4,4,6,6,1,1,10,5,5,2,17,2,09,2,C03,7,09,02,12,,84,84,1,12,04,120.708999,24.143854,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,57,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,30,2,09,5,C03,7,09,08,11,,59,59,1,12,04,120.663847,24.174902,2
117,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,13,58,臺中市,西區,0,0,0,5,,,,,,,,,,,,,,,,,,,B03,,,01,,,11,,1,13,04,120.655135,24.140024,3
118,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,14,00,臺中市,西區,0,1,0,7,6,13,09,1,4,4,6,6,4,4,05,5,5,2,17,2,08,1,C03,7,01,02,14,,51,51,1,12,04,120.668268,24.149971,2
119,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,14,05,臺中市,大安區,0,0,0,7,,,,,,,,,,,,,,,25,,,,B03,,,02,,,08,,1,06,04,120.575708,24.337114,3
120,66000,387130000C,(04)23274275,(04)23288582,2024,09,01,14,06,臺中市,南區,0,0,0,5,,,,,,,,,,,,,,,12,,,,C03,,,02,,,84,,1,06,04,120.650118,24.120638,3
