序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
11,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,02,05,臺中市,西屯區,0,1,0,7,6,03,04,1,5,4,6,6,2,1,05,2,5,2,13,3,10,3,B03,7,09,01,01,,84,84,1,12,04,120.634962,24.161329,2
12,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,02,10,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,13,2,08,1,C03,7,09,03,12,14,07,07,1,12,04,120.629370,24.183622,2
13,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,03,00,臺中市,北屯區,0,1,0,7,6,13,07,1,5,4,6,6,4,4,05,4,4,2,28,2,09,1,C03,7,09,02,11,,05,05,1,12,04,120.733474,24.164097,2
14,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,03,11,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,01,,,84,,1,12,04,120.667058,24.175111,3
15,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,04,59,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,13,04,120.673580,24.140607,4
16,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,05,52,臺中市,北區,0,0,0,7,6,13,09,1,5,4,6,6,4,4,04,1,5,2,12,,,,B03,,,01,,,08,,1,13,04,120.678183,24.150928,3
17,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,05,52,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B12,,,02,,,50,,1,13,04,120.707584,24.246921,3
18,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,06,00,臺中市,烏日區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,05,4,5,1,03,2,09,1,C03,7,09,02,11,,06,06,1,12,04,120.631743,24.079031,2
19,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,06,02,臺中市,東勢區,0,1,0,7,6,04,01,1,5,4,6,6,3,1,10,5,5,2,17,3,10,3,B03,7,09,02,01,,24,24,1,13,04,120.833575,24.251164,2
20,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,06,05,臺中市,大雅區,0,1,0,7,6,11,09,1,5,4,6,6,4,4,10,5,5,2,19,2,09,1,C04,7,09,02,11,,59,59,1,12,04,120.653326,24.239201,2
21,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,06,42,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,11,,,,B03,,,02,,,41,,1,12,04,120.664135,24.224709,3
22,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,06,42,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,11,,,,B03,,,02,,,08,,1,12,04,120.593586,24.180600,3
23,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,00,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,07,,1,13,04,120.657798,24.242022,3
24,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,00,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,06,04,120.508597,24.216702,3
25,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,00,臺中市,沙鹿區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,13,3,10,3,B03,7,09,02,05,,07,07,1,06,04,120.573391,24.244983,2
26,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,10,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,12,04,120.667300,24.216130,3
27,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,14,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,A04,,,01,,,84,,1,13,04,120.629085,24.205542,3
28,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,18,臺中市,北區,0,1,0,7,6,13,07,1,4,2,5,6,4,4,03,4,4,2,18,2,09,1,C03,7,09,02,14,,05,05,1,13,04,120.676917,24.155373,2
29,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,19,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,85,,1,13,04,120.644164,24.201417,3
30,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,20,臺中市,龍井區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,01,4,5,2,13,3,10,3,B03,7,14,02,03,,87,87,1,06,04,120.584097,24.191399,2
31,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,25,臺中市,大肚區,0,1,0,7,6,13,09,5,5,4,6,6,4,4,10,5,5,2,16,2,09,1,C03,7,06,02,14,,48,48,1,12,04,120.579705,24.118417,2
32,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,27,臺中市,沙鹿區,0,1,0,7,6,11,09,1,5,4,6,6,4,4,10,5,5,2,11,3,10,3,B03,7,09,02,04,,41,41,1,06,04,120.581818,24.213472,2
33,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,28,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,07,,1,12,04,120.704804,24.130636,3
34,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,31,臺中市,龍井區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,13,3,10,5,C03,7,09,02,11,,07,07,1,06,04,120.513410,24.197165,2
35,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,37,臺中市,北區,0,0,0,7,6,04,01,1,5,4,6,6,1,1,05,5,5,2,16,3,10,3,B03,7,06,02,05,,11,11,1,12,04,120.682364,24.160330,3
36,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,37,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,02,,,35,,1,13,04,120.622609,24.149963,3
37,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,38,臺中市,外埔區,0,1,0,7,6,03,09,1,5,4,6,6,4,4,01,4,5,1,12,3,10,3,B03,7,09,02,04,,20,20,1,12,04,120.647263,24.327546,2
38,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,39,臺中市,潭子區,0,1,0,7,6,05,01,1,5,4,6,6,4,4,05,4,4,2,01,3,10,3,B02,7,06,02,04,,59,59,1,13,04,120.700010,24.193102,2
39,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,39,臺中市,龍井區,0,1,0,3,6,03,01,1,5,4,6,6,4,4,10,5,5,1,17,3,10,5,B03,7,11,02,08,,20,20,1,06,04,120.524868,24.206264,2
40,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,40,臺中市,霧峰區,0,2,0,7,6,13,08,1,5,4,6,6,3,1,05,4,4,2,17,2,08,5,C03,7,06,02,12,,20,20,1,06,04,120.702856,24.076112,2
41,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,40,臺中市,龍井區,0,1,0,3,6,13,09,1,5,4,6,6,4,4,05,5,5,1,13,2,09,5,C03,7,09,02,11,,84,07,1,06,04,120.524970,24.211941,2
42,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,41,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,59,,1,13,04,120.643241,24.228553,3
43,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,41,臺中市,西屯區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,2,13,2,09,5,C03,7,09,02,11,,07,07,1,13,04,120.655603,24.178080,2
44,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,42,臺中市,北區,0,1,0,7,6,13,09,1,4,3,5,4,1,1,05,4,4,1,30,2,09,5,C03,7,09,02,12,,84,84,1,13,04,120.676845,24.155729,2
45,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,42,臺中市,西屯區,1,0,0,7,6,04,19,1,5,4,6,6,1,1,02,3,5,2,03,3,10,3,B03,7,09,02,08,,84,84,1,12,04,120.656348,24.190152,1
46,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,42,臺中市,梧棲區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,05,5,5,2,17,2,09,2,C03,7,01,02,11,,51,51,1,06,04,120.545280,24.227114,2
47,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,43,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,84,,1,12,04,120.743912,24.255990,3
48,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,45,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,20,,,,B03,,,02,,,59,,1,13,04,120.752991,24.227140,3
49,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,47,臺中市,太平區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,18,2,09,1,F03,7,09,02,12,,84,84,1,06,04,120.712598,24.123988,2
50,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,48,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,09,,,,C03,,,02,,,84,,1,12,04,120.707050,24.243594,3
51,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,49,臺中市,神岡區,0,1,0,7,6,03,01,1,5,4,6,6,3,1,05,5,5,1,17,2,08,1,C03,7,06,09,11,,11,11,1,13,04,120.680061,24.266170,2
52,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,50,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,15,,,,B03,,,01,,,20,,1,12,04,120.684054,24.154645,3
53,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,50,臺中市,西屯區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,09,4,4,2,17,3,10,3,B03,7,05,02,04,,14,14,1,12,04,120.650964,24.162311,2
54,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,52,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,06,04,120.778243,24.198924,3
55,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,55,臺中市,西區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,18,2,09,1,C03,7,09,09,12,,43,43,1,12,04,120.667240,24.139613,2
56,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,56,臺中市,北屯區,0,2,0,1,6,04,01,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,B03,7,05,02,05,,20,20,1,12,04,120.704454,24.164862,2
57,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,56,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B03,7,05,02,06,,11,11,1,13,04,120.669954,24.176559,2
58,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,07,58,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B02,,,02,,,07,,1,12,04,120.710303,24.250232,3
59,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,02,臺中市,大里區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,05,4,4,1,15,3,10,5,F03,7,09,02,11,,21,21,1,13,04,120.676171,24.101727,2
60,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,07,臺中市,西屯區,0,1,0,7,6,03,01,1,5,4,6,6,3,1,10,5,5,2,17,3,10,1,C03,7,06,02,11,,84,84,1,13,04,120.588479,24.175315,2
61,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,08,臺中市,太平區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,03,4,5,1,17,3,10,3,B12,7,13,01,08,,76,76,1,12,04,120.722216,24.145913,2
62,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,10,臺中市,大雅區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,A11,7,01,02,07,,51,51,1,12,04,120.633416,24.207655,2
63,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,10,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,02,,,85,85,1,13,04,120.657425,24.113175,3
64,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,13,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,84,,1,13,04,120.619708,24.186639,3
65,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,14,臺中市,太平區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,2,C03,7,06,02,14,,14,14,1,13,04,120.711053,24.151646,2
66,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,15,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B12,,,02,,,08,,1,06,04,120.610391,24.138704,3
67,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,16,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,50,50,1,12,04,120.613718,24.150224,3
68,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,16,臺中市,大安區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,2,07,2,C03,7,01,02,12,,51,51,1,07,04,120.607457,24.371457,2
69,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,16,臺中市,神岡區,0,0,0,7,4,13,02,1,5,4,6,6,4,4,04,5,5,1,13,,,,B03,,,02,,,78,,1,06,04,120.698719,24.253014,3
70,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,17,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B02,,,02,,,58,,1,06,04,120.725785,24.123520,3
71,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,17,臺中市,大肚區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,02,,,58,,1,12,04,120.544376,24.154963,3
72,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,20,臺中市,西區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,08,1,C03,7,09,02,11,,20,20,1,12,04,120.660984,24.145528,2
73,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,20,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,07,,1,13,04,120.677303,24.151254,3
74,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,20,臺中市,霧峰區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,4,5,1,15,3,10,3,B03,7,09,02,05,,85,85,1,06,04,120.690348,24.015254,2
75,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,20,臺中市,太平區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,2,09,2,C03,7,06,02,11,,84,84,1,12,04,120.727382,24.148318,2
76,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,24,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,01,,,84,,1,13,04,120.637501,24.170733,3
77,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,25,臺中市,烏日區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,1,13,3,10,3,B03,7,09,02,01,,84,84,1,06,04,120.647132,24.086069,2
78,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,25,臺中市,豐原區,0,1,0,7,6,03,01,1,5,4,6,6,3,1,10,5,5,2,16,3,10,3,B03,7,06,02,02,,12,12,1,13,04,120.703089,24.250410,2
79,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,26,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,13,04,120.713751,24.138294,3
80,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,28,臺中市,北區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,13,2,09,1,C03,7,09,02,11,,08,08,1,12,04,120.666862,24.155126,2
81,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,28,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B12,,,01,,,07,,1,06,04,120.716802,24.132104,3
82,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,29,臺中市,烏日區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,01,4,1,1,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.651038,24.098154,2
83,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,30,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,05,5,5,2,15,2,09,2,C03,7,09,02,12,,12,12,1,13,04,120.653980,24.141846,2
84,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,30,臺中市,沙鹿區,0,0,0,7,6,,09,1,5,4,6,6,4,4,04,4,5,2,15,,,,B03,,,01,,,12,,1,12,04,120.568471,24.240991,3
85,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,32,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,07,,1,13,04,120.704686,24.169472,3
86,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,34,臺中市,南區,0,0,0,6,,,,,,,,,,,,,,,,,,,B03,,,02,,,49,,1,12,04,120.656246,24.131436,3
87,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,38,臺中市,南區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,05,5,4,2,17,3,10,5,B03,7,13,02,04,,76,76,1,12,04,120.661679,24.117007,2
88,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,39,臺中市,西屯區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,5,B03,7,09,02,05,,13,13,1,13,04,120.628377,24.183973,2
89,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,39,臺中市,清水區,0,2,0,7,6,05,01,1,5,4,6,6,2,1,05,5,5,1,15,2,09,2,C03,7,09,09,14,,58,58,1,12,04,120.575482,24.278336,2
90,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,40,臺中市,西區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B03,7,11,02,05,,45,45,1,12,04,120.655172,24.154592,2
91,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,40,臺中市,北區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,03,2,5,2,13,2,08,5,C03,7,09,02,11,,07,07,1,13,04,120.686662,24.163090,2
92,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,40,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,07,,1,06,04,120.566269,24.234579,3
93,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,43,臺中市,北屯區,0,3,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.686505,24.193503,2
94,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,45,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,,1,12,04,120.610310,24.186510,3
95,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,46,臺中市,太平區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,05,5,5,2,15,3,10,2,F03,7,09,02,14,,12,12,1,04,04,120.720835,24.114197,2
96,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,48,臺中市,北區,0,3,0,7,6,04,01,1,5,4,6,6,4,4,10,4,5,2,17,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.692421,24.155877,2
97,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,48,臺中市,北區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,1,C03,7,05,02,13,,14,14,1,13,04,120.698973,24.160136,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,48,臺中市,東勢區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,1,16,2,09,1,C03,7,06,02,11,,12,12,1,12,04,120.827438,24.261078,2
99,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,50,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,15,,,,B03,,,01,,,12,,1,06,04,120.537081,24.233516,3
100,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,52,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,07,,1,12,04,120.653335,24.126223,3
101,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,57,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,07,,1,12,04,120.719709,24.241747,3
102,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,58,臺中市,后里區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,2,09,2,C03,7,01,02,14,,51,51,1,12,04,120.730540,24.308878,2
103,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,59,臺中市,北區,0,0,0,7,6,03,02,1,5,4,6,6,4,4,05,4,4,2,21,3,10,3,A12,7,01,02,06,,51,51,1,12,04,120.693190,24.157801,3
104,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,08,59,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,26,,1,13,04,120.637440,24.168282,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,01,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,49,,1,06,04,120.684616,24.106884,3
106,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,03,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,51,,1,12,04,120.730896,24.165876,3
107,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,04,臺中市,南屯區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,18,2,08,5,C03,7,09,02,16,,82,82,1,12,04,120.647790,24.155096,2
108,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,04,臺中市,南屯區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,14,3,10,5,B03,7,02,02,03,,49,49,1,13,04,120.612511,24.152286,2
109,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,05,臺中市,太平區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,16,2,08,2,C03,7,06,02,14,,14,14,1,13,04,120.734399,24.144381,2
110,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,06,臺中市,神岡區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,13,2,07,1,C03,7,09,02,11,,07,07,1,13,04,120.697803,24.235737,2
111,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,07,臺中市,南區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,17,2,09,5,C03,7,09,02,11,,84,84,1,13,04,120.669051,24.128577,2
112,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,09,臺中市,北屯區,0,1,0,7,8,13,09,1,5,4,6,6,4,4,01,4,5,1,12,3,10,3,B12,7,04,02,05,,01,01,1,12,04,120.680230,24.172728,2
113,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,10,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B02,,,01,,,40,,1,13,04,120.606700,24.169135,3
114,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,11,臺中市,北屯區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,B03,7,09,02,01,,15,15,1,13,04,120.695947,24.184290,2
115,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,15,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,05,5,4,2,15,3,10,3,B03,7,09,02,08,,21,21,1,09,04,120.637463,24.133994,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,21,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,08,,1,13,04,120.620775,24.181031,3
117,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,23,臺中市,西屯區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,09,4,4,2,17,2,09,1,C03,7,09,02,11,,84,84,1,12,04,120.662968,24.163798,2
118,66000,387130000C,(04)23274275,(04)23288582,2024,02,01,09,25,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,39,39,1,13,04,120.616409,24.182485,3
