序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
26,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,06,56,臺中市,豐原區,0,2,0,6,6,13,09,1,4,4,6,6,4,4,01,4,5,1,17,2,09,2,C03,7,08,02,14,,40,37,1,13,04,120.713866,24.244920,2
27,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,06,59,臺中市,豐原區,0,0,0,6,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,12,04,120.724602,24.229400,3
28,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,02,臺中市,北屯區,0,0,0,5,,,,,,,,,,,,,,,13,,,,B03,,,01,,,82,82,1,12,04,120.726621,24.180061,3
29,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,06,臺中市,梧棲區,0,1,0,6,6,04,01,1,4,4,6,6,4,4,10,5,5,2,15,3,10,1,C03,7,09,02,12,,15,15,1,06,04,120.540920,24.254341,2
30,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,07,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,12,04,120.643194,24.195986,3
31,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,10,臺中市,豐原區,0,1,0,6,6,13,09,1,4,4,6,6,1,1,05,4,4,1,18,2,09,1,C03,7,09,02,16,,84,84,1,12,04,120.721875,24.272643,2
32,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,13,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,02,,,59,59,1,13,04,120.580005,24.214740,3
33,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,16,臺中市,東勢區,0,1,0,6,6,03,01,1,5,4,6,6,4,4,05,4,4,1,15,3,10,3,B12,7,01,02,08,,84,84,1,12,04,120.811266,24.281616,2
34,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,21,臺中市,東區,0,1,0,6,6,13,07,1,4,4,6,6,4,4,03,4,4,2,18,2,09,5,C03,7,09,02,14,,84,84,1,13,04,120.690975,24.147406,2
35,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,22,臺中市,龍井區,0,1,0,5,6,03,02,1,4,4,6,6,4,4,10,5,5,2,17,3,10,5,A12,7,06,02,08,,14,14,1,06,04,120.509598,24.208922,2
36,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,25,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,119,119,1,,,120.590230,24.175693,3
37,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,27,臺中市,南區,0,1,0,7,6,03,01,1,4,4,6,6,4,4,10,5,5,2,17,2,09,1,C03,7,15,02,11,,20,20,1,12,04,120.662620,24.119974,2
38,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,27,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,12,04,120.718278,24.159856,3
39,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,27,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,,1,11,04,120.718984,24.162414,3
40,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,28,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,07,,1,12,04,120.691208,24.215976,3
41,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,30,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,84,,1,12,04,120.720884,24.161594,3
42,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,34,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,13,04,120.641853,24.167506,3
43,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,35,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,02,,,59,,1,06,04,120.675040,24.131135,3
44,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,35,臺中市,太平區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,2,5,1,17,3,10,2,C03,7,09,02,16,,68,68,1,13,04,120.735625,24.133550,2
45,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,37,臺中市,烏日區,0,0,0,5,,,,,,,,,,,,,,,13,,,,B03,,,02,,,84,84,1,06,04,120.616219,24.110055,3
46,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,38,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,07,,1,13,04,120.647095,24.164051,3
47,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,38,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,,1,06,04,120.604583,24.183532,3
48,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,39,臺中市,南屯區,0,1,0,6,6,04,01,1,4,4,6,6,4,4,10,5,5,2,15,3,10,3,B03,7,09,02,02,,13,13,1,06,04,120.641887,24.148784,2
49,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,42,臺中市,太平區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,16,2,09,2,C03,7,10,01,11,,84,84,1,12,04,120.724981,24.150362,2
50,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,43,臺中市,北屯區,0,2,0,6,6,04,02,1,4,4,6,6,4,4,10,5,5,2,15,2,09,2,C03,7,09,02,12,,15,15,1,12,04,120.662692,24.198686,2
51,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,43,臺中市,龍井區,0,1,0,7,6,04,01,1,5,4,6,6,3,1,10,5,5,2,15,3,10,5,B03,7,09,02,02,,20,20,1,06,04,120.505176,24.201330,2
52,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,44,臺中市,南屯區,0,0,0,6,6,13,09,1,4,4,6,6,1,1,05,5,4,2,12,,,,C03,,,02,,,40,,1,12,04,120.612254,24.150463,3
53,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,44,臺中市,北屯區,0,1,0,6,6,03,01,1,4,4,6,6,4,4,10,5,5,2,16,3,10,3,B03,7,06,02,01,,14,14,1,12,04,120.717653,24.176480,2
54,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,48,臺中市,梧棲區,0,0,0,5,,,,,,,,,,,,,,,17,,,,B03,,,01,,,59,,1,05,04,120.523304,24.223984,4
55,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,49,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,58,,1,12,04,120.686868,24.205859,3
56,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,49,臺中市,大雅區,0,0,0,6,,,,,,,,,,,,,,,,,,,B03,,,01,,,59,,1,13,04,120.644234,24.224006,3
57,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,50,臺中市,烏日區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,01,4,5,1,18,2,09,1,C03,7,09,02,16,,43,43,1,12,04,120.614085,24.106776,2
58,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,50,臺中市,西屯區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,04,3,5,2,17,2,09,1,C03,7,06,02,12,,20,20,1,12,04,120.648378,24.155484,2
59,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,51,臺中市,大雅區,0,0,0,6,,,,,,,,,,,,,,,13,,,,C03,,,02,,,07,,1,12,04,120.613595,24.231925,3
60,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,52,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,04,3,5,2,16,3,10,5,B03,7,06,02,05,,20,20,1,13,04,120.628451,24.202645,2
61,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,52,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,51,,1,12,04,120.663973,24.087042,3
62,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,52,臺中市,大雅區,0,3,0,6,6,13,08,1,5,4,6,6,4,4,01,4,5,1,17,2,08,1,C03,7,09,02,11,,07,07,1,13,04,120.660590,24.231490,2
63,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,52,臺中市,沙鹿區,0,1,0,5,6,13,09,1,4,4,6,6,4,4,10,5,5,2,30,2,09,5,C03,7,09,02,15,,87,87,1,12,04,120.581029,24.229793,2
64,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,53,臺中市,烏日區,0,0,0,7,6,13,09,1,5,4,6,6,1,1,01,4,5,1,13,,,,C03,,,02,,,84,84,1,12,04,120.638280,24.108153,3
65,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,54,臺中市,龍井區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,01,5,5,2,17,2,09,5,C03,7,15,02,11,,04,04,1,12,04,120.543461,24.176333,2
66,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,55,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,84,,1,13,04,120.615468,24.189164,3
67,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,55,臺中市,大里區,0,1,0,6,6,04,01,1,4,4,6,6,1,1,10,5,5,2,16,2,09,1,C03,7,09,02,12,,21,21,1,12,04,120.703582,24.107714,2
68,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,56,臺中市,大雅區,0,0,0,6,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,,1,12,04,120.658235,24.236151,3
69,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,56,臺中市,后里區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,08,4,5,1,13,2,08,2,C03,7,06,02,11,,07,07,1,12,04,120.712069,24.329358,2
70,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,58,臺中市,霧峰區,0,1,0,6,6,04,09,1,5,4,6,6,3,1,10,5,5,2,16,2,09,5,C03,7,05,02,13,,11,11,1,12,04,120.664099,24.077650,2
71,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,07,59,臺中市,大里區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,4,5,1,17,2,07,1,F01,7,15,02,14,,04,04,1,12,04,120.693055,24.082053,2
72,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,00,臺中市,梧棲區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B03,7,06,02,16,,20,20,1,12,04,120.520994,24.225805,2
73,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,00,臺中市,沙鹿區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,01,4,5,1,12,3,10,3,B03,7,09,02,02,,84,84,1,12,04,120.614675,24.242288,2
74,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,01,臺中市,神岡區,0,1,0,6,6,05,01,1,5,4,6,6,1,1,05,4,5,1,16,3,10,1,C03,7,01,02,13,,51,51,1,12,04,120.711474,24.257884,2
75,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,02,臺中市,東區,0,2,0,6,6,04,01,1,4,4,6,1,4,4,05,5,5,2,15,2,09,1,C03,7,09,02,11,,15,15,1,06,04,120.689147,24.135974,2
76,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,02,臺中市,西區,0,0,0,5,,,,,,,,,,,,,,,,,,,B03,,,02,,,49,,1,06,04,120.662869,24.129799,4
77,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,02,臺中市,南屯區,0,1,0,6,6,04,04,1,4,4,6,6,1,1,05,5,5,2,13,2,09,1,C03,7,09,02,11,,59,59,1,06,04,120.630042,24.122842,2
78,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,03,臺中市,太平區,0,0,0,5,,,,,,,,,,,,,,,16,,,,B03,,,02,,,11,,1,13,04,120.712102,24.141089,3
79,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,04,臺中市,沙鹿區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,1,F03,7,06,01,14,,48,48,1,13,04,120.612830,24.242175,2
80,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,08,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,08,,1,12,04,120.698299,24.071205,3
81,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,09,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,08,,1,12,04,120.623771,24.185618,4
82,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,09,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,59,,1,06,04,120.525795,24.224685,4
83,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,10,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,12,04,120.693341,24.104241,3
84,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,10,臺中市,大甲區,0,1,0,6,6,05,02,1,5,4,6,6,1,1,04,3,4,1,17,3,10,3,B12,7,05,02,16,,11,11,1,12,04,120.643001,24.402078,2
85,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,12,臺中市,南區,0,2,0,7,6,04,01,1,4,4,6,6,4,4,10,5,5,2,17,2,09,1,C03,7,09,02,11,,12,12,1,12,04,120.681041,24.129926,2
86,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,15,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,50,,1,06,04,120.530776,24.251357,4
87,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,20,臺中市,北屯區,0,2,0,7,6,13,07,1,4,4,6,6,4,4,09,4,4,2,03,2,09,6,H01,8,16,10,17,,95,95,1,12,05,120.685138,24.197840,2
88,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,20,臺中市,大肚區,0,1,0,7,6,13,14,1,5,4,6,6,4,4,01,4,4,1,17,2,09,1,C03,7,09,02,11,,84,59,1,12,04,120.556228,24.128679,2
89,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,20,臺中市,大里區,0,1,0,7,6,11,09,1,5,4,6,6,4,4,10,5,5,2,17,2,09,5,C03,7,09,02,16,,07,07,1,12,04,120.712690,24.087427,2
90,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,20,臺中市,大甲區,0,1,0,7,6,11,09,1,4,4,6,6,4,4,04,4,5,1,18,2,09,2,C03,7,05,02,12,,59,59,1,12,04,120.645526,24.358164,2
91,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,20,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,A41,,,01,,,07,,1,12,04,120.623434,24.149500,3
92,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,20,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,09,,,84,,1,12,04,120.671316,24.142608,3
93,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,22,臺中市,西屯區,0,1,0,7,6,13,08,1,5,4,6,6,2,1,01,5,1,2,18,2,09,1,C03,7,09,02,14,,84,84,1,06,04,120.604583,24.183532,2
94,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,23,臺中市,西區,0,1,0,6,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B03,7,05,01,05,,11,11,1,06,04,120.652997,24.146726,2
95,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,25,臺中市,潭子區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,05,4,4,2,17,2,09,1,C03,7,04,02,12,,34,34,1,12,04,120.706683,24.206070,2
96,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,26,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B12,,,04,,,07,,1,12,04,120.713319,24.093791,3
97,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,28,臺中市,烏日區,0,1,0,6,6,13,08,1,5,4,6,6,4,4,01,4,1,2,12,3,10,3,B12,7,05,02,05,,39,39,1,06,04,120.583747,24.111814,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,34,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,35,,1,13,04,120.619111,24.181355,3
99,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,39,臺中市,烏日區,0,2,0,6,6,13,09,1,5,4,6,6,4,4,01,5,5,2,10,2,09,1,C03,7,09,02,11,,04,04,1,12,04,120.625283,24.108302,2
100,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,40,臺中市,烏日區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,07,,1,12,04,120.597886,24.108234,3
101,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,40,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,50,,1,12,04,120.701919,24.067835,3
102,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,41,臺中市,南區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,03,2,5,2,17,3,10,5,B12,7,14,02,02,,84,84,1,13,04,120.648262,24.114120,2
103,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,42,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B12,,,01,,,84,,1,06,04,120.622643,24.150214,3
104,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,46,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,A12,,,01,,,84,,1,13,04,120.625002,24.182084,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,46,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,01,,,40,40,1,12,04,120.694672,24.165610,4
106,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,55,臺中市,北區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,2,09,2,C03,7,06,02,13,,84,84,1,13,04,120.667024,24.155258,2
107,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,08,56,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,15,,,,B12,,,01,,,15,,1,06,04,120.612469,24.147231,3
108,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,00,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,50,,1,12,04,120.558885,24.270035,3
109,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,03,臺中市,南區,0,1,0,6,6,04,09,1,5,4,6,6,2,1,05,5,5,2,16,3,10,5,C03,7,06,09,12,,36,36,1,06,04,120.666828,24.122352,2
110,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,05,臺中市,后里區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,4,5,1,02,3,10,3,B02,7,09,09,02,,08,08,2,12,04,120.725624,24.309084,2
111,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,10,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,84,,1,13,04,120.714601,24.135748,3
112,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,10,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,02,,,08,08,1,13,04,120.655196,24.166126,3
113,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,11,臺中市,北屯區,0,1,0,6,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B03,7,05,02,08,,47,47,1,12,04,120.675980,24.173580,2
114,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,13,臺中市,北屯區,0,0,0,6,,,,,,,,,,,,,,,13,,,,B03,,,01,,,84,59,1,12,04,120.686605,24.201511,3
115,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,16,臺中市,大里區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,18,2,09,2,C03,7,09,01,16,,59,59,1,12,04,120.710236,24.107583,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,20,臺中市,西區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,16,2,09,1,C03,7,06,02,12,,14,20,1,12,04,120.657376,24.149022,2
117,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,23,臺中市,南屯區,0,2,0,6,6,13,08,1,5,4,6,6,1,1,03,5,3,2,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.608019,24.151116,2
118,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,25,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,40,40,2,12,04,120.638523,24.175478,3
119,66000,387130000C,(04)23274275,(04)23288582,2024,04,01,09,28,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,1,1,05,5,5,1,12,3,10,3,B03,7,09,02,02,,08,08,1,12,04,120.654572,24.161918,2
