序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
16,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,05,10,臺中市,中區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,B01,7,09,02,08,,12,12,1,12,04,120.677819,24.145231,2
17,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,05,35,臺中市,西區,0,1,0,7,6,05,01,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B03,7,05,02,02,,47,47,1,12,04,120.668835,24.132014,2
18,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,05,40,臺中市,西屯區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,05,5,4,2,11,2,09,2,C03,7,01,02,12,,51,51,1,13,04,120.667338,24.178313,2
19,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,06,46,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,59,,1,13,04,120.701980,24.181994,3
20,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,06,59,臺中市,大里區,0,1,0,7,6,03,01,1,5,4,6,6,1,1,05,4,5,1,16,2,09,1,C03,7,09,02,12,,21,21,1,13,04,120.686934,24.097409,2
21,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,00,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,01,,,47,,1,12,04,120.646543,24.171315,3
22,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,16,臺中市,東區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,02,3,10,6,H04,8,20,02,17,,109,109,1,12,05,120.687943,24.138194,2
23,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,16,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,25,,1,12,04,120.623390,24.149700,3
24,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,35,臺中市,大甲區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,16,2,09,1,C03,7,11,02,11,,39,39,1,06,04,120.621668,24.344161,2
25,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,38,臺中市,霧峰區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,2,18,2,09,2,C03,7,09,02,14,,84,84,1,06,04,120.707639,24.074069,2
26,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,39,臺中市,東區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,09,3,10,1,C03,7,03,02,11,,50,50,1,12,04,120.691593,24.131760,2
27,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,42,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,39,39,1,13,04,120.677067,24.164868,3
28,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,52,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,04,,,84,,1,13,04,120.706088,24.169076,3
29,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,07,58,臺中市,南屯區,0,1,0,7,6,11,09,1,5,4,6,6,4,4,05,5,5,1,18,2,09,2,C03,7,09,02,14,,59,84,1,05,04,120.582646,24.141714,2
30,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,05,臺中市,西屯區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,13,2,09,1,C03,7,09,02,11,,07,07,1,13,04,120.649439,24.175094,2
31,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,22,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,35,35,1,13,04,120.623497,24.149515,3
32,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,23,臺中市,豐原區,0,0,0,7,6,13,02,1,5,4,6,6,1,1,01,2,4,1,12,3,10,3,B03,7,08,01,05,,40,40,1,12,04,120.739213,24.262150,3
33,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,25,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,09,,,49,,1,13,04,120.607104,24.137996,3
34,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,31,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,07,1,12,04,120.615235,24.220095,3
35,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,34,臺中市,大甲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,13,3,10,1,C03,7,09,01,11,,84,84,1,12,04,120.624029,24.347280,2
36,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,35,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,07,07,1,12,04,120.692151,24.165911,3
37,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,36,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,11,,,87,,1,13,04,120.637302,24.178671,3
38,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,38,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,84,84,1,06,04,120.710830,24.174825,3
39,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,45,臺中市,大雅區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,05,5,5,1,17,3,10,3,B03,7,06,02,08,,14,14,1,12,04,120.669981,24.236274,2
40,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,51,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,16,,,,C03,,,02,,,07,,1,13,04,120.722525,24.142371,3
41,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,08,52,臺中市,大里區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,2,09,1,C03,7,01,02,11,,51,51,1,13,04,120.706894,24.087215,2
42,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,01,臺中市,東區,0,1,0,7,6,05,01,1,5,4,6,6,1,1,10,5,5,2,18,2,09,2,C03,7,09,02,14,,07,07,1,13,04,120.702467,24.131456,2
43,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,05,臺中市,梧棲區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,B03,7,09,02,08,,12,12,1,13,04,120.528302,24.254639,2
44,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,07,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,45,,1,13,04,120.667003,24.155264,3
45,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,09,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,,1,06,04,120.672530,24.131787,3
46,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,11,臺中市,南區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,11,2,09,1,C03,7,01,02,11,,51,51,1,12,04,120.682496,24.131132,2
47,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,12,臺中市,潭子區,0,1,0,7,6,03,01,1,5,4,6,6,1,1,03,4,5,2,17,3,10,3,B03,7,06,04,02,,84,84,1,13,04,120.709422,24.200329,2
48,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,15,臺中市,后里區,0,1,0,7,6,13,12,1,5,4,6,6,4,4,01,4,4,1,18,2,09,2,C03,7,09,02,14,,84,84,1,13,04,120.723272,24.299190,2
49,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,23,臺中市,豐原區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,01,4,5,1,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.760537,24.276927,2
50,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,23,臺中市,豐原區,0,1,0,7,6,03,07,1,5,4,6,6,3,1,05,4,4,2,17,3,10,5,B03,7,11,02,04,,45,45,1,13,04,120.739143,24.255786,2
51,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,30,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,84,,1,12,04,120.723310,24.156711,3
52,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,30,臺中市,后里區,0,1,0,7,6,04,01,5,5,4,6,6,3,1,10,5,5,2,15,2,08,1,F03,7,09,02,11,,24,24,1,12,04,120.742370,24.332073,2
53,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,35,臺中市,北屯區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,2,09,1,C03,7,09,02,11,,21,21,1,12,04,120.703890,24.159582,2
54,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,43,臺中市,北區,0,2,0,7,6,13,08,1,5,4,6,6,4,4,01,4,4,2,17,2,09,1,C03,7,09,02,11,13,59,59,1,12,04,120.672054,24.169730,2
55,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,43,臺中市,太平區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,13,3,10,3,B12,7,09,02,08,,07,07,1,13,04,120.713240,24.159879,2
56,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,44,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,15,,1,13,04,120.725163,24.163455,3
57,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,45,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,09,,,84,,1,13,04,120.690259,24.176782,3
58,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,47,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,G06,,,,,,84,84,1,,,120.710719,24.182240,4
59,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,50,臺中市,大肚區,0,1,0,7,6,03,09,1,5,4,6,6,4,4,05,4,5,1,16,2,08,1,C03,7,09,02,14,,39,39,1,06,04,120.546152,24.147918,2
60,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,55,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,01,,,20,,1,12,04,120.688228,24.150454,3
61,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,55,臺中市,新社區,0,0,0,7,,,,,,,,,,,,,,,11,,,,C03,,,01,,,34,34,1,12,04,120.808172,24.243688,3
62,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,09,59,臺中市,太平區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,1,13,3,10,2,C03,7,09,02,11,,07,07,1,13,04,120.720385,24.120676,2
63,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,01,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B12,,,02,,,84,,1,12,04,120.696551,24.127223,3
64,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,02,臺中市,西區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,17,2,09,1,C03,7,09,02,14,,12,12,1,13,04,120.662287,24.135205,2
65,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,03,臺中市,梧棲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,2,03,2,09,6,H01,8,16,10,17,,99,99,1,13,05,120.530101,24.257942,2
66,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,05,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,11,,,,C03,,,02,,,48,,1,12,04,120.561475,24.245325,4
67,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,09,臺中市,大甲區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,01,,,65,65,1,12,04,120.624834,24.340421,3
68,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,15,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,07,,1,12,04,120.707233,24.129097,3
69,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,15,臺中市,大肚區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,49,,1,06,04,120.558205,24.142654,3
70,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,15,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,27,,,,B03,,,02,,,84,,1,12,04,120.740087,24.236934,3
71,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,19,臺中市,南區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,12,2,08,2,C03,7,01,02,12,,84,84,1,12,04,120.665840,24.123516,2
72,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,19,臺中市,新社區,0,2,0,7,6,05,01,1,5,4,6,6,3,1,05,4,4,2,12,3,10,5,B03,7,05,02,05,,84,84,1,13,04,120.809823,24.247485,2
73,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,20,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,59,,1,12,04,120.648335,24.133350,3
74,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,23,臺中市,西區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,17,3,10,3,B03,7,09,02,01,,07,07,1,12,04,120.657362,24.145036,2
75,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,25,臺中市,清水區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,05,5,5,1,16,2,09,1,C03,7,09,02,14,,41,41,1,12,04,120.558006,24.279665,2
76,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,26,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,84,1,13,04,120.648305,24.132488,3
77,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,26,臺中市,大甲區,0,1,1,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,16,5,09,1,C03,7,01,02,11,,51,51,1,12,04,120.625461,24.353025,2
78,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,26,臺中市,豐原區,0,3,0,7,6,05,01,1,5,4,6,6,1,1,10,5,5,2,17,2,08,5,C03,7,05,02,12,,11,11,1,13,04,120.707301,24.252728,2
79,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,28,臺中市,南屯區,0,2,0,7,6,04,02,1,5,4,6,6,1,1,05,2,5,2,13,2,08,1,C03,7,12,02,14,,07,07,1,06,04,120.635034,24.146362,2
80,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,30,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,2,09,4,F01,7,06,02,11,,23,23,1,03,04,120.723462,24.165481,2
81,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,30,臺中市,烏日區,0,0,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,14,,,,B03,,,01,,,49,,1,12,04,120.652869,24.095053,3
82,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,41,臺中市,東勢區,0,0,0,7,,,,,,,,,,,,,,,10,,,,B03,,,02,,,20,,1,13,04,120.795681,24.286133,3
83,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,45,臺中市,龍井區,0,3,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,16,2,08,1,C03,7,05,04,12,,53,53,1,06,04,120.549059,24.212115,2
84,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,47,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,84,1,12,04,120.628485,24.128676,3
85,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,50,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,49,,1,13,04,120.701484,24.157871,3
86,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,50,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,49,1,06,04,120.726673,24.160161,3
87,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,50,臺中市,豐原區,0,0,0,7,6,13,02,1,5,4,6,6,2,1,01,2,4,1,12,3,10,3,B03,7,08,02,08,,40,40,1,12,04,120.725734,24.245971,3
88,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,53,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,24,,1,12,04,120.662893,24.221585,3
89,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,54,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,13,04,120.691230,24.165739,3
90,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,55,臺中市,龍井區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,4,5,1,12,2,09,1,C04,7,09,02,14,,08,08,1,12,04,120.582136,24.177268,2
91,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,56,臺中市,北屯區,0,1,0,7,6,13,07,1,5,4,6,6,4,4,07,4,4,2,13,2,09,1,C03,7,09,02,11,,07,07,1,13,04,120.697744,24.180439,2
92,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,10,59,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,B03,7,05,02,02,,11,11,1,12,04,120.634977,24.152593,2
93,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,02,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,59,,1,13,04,120.650016,24.147454,3
94,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,04,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,02,,,07,,1,06,04,120.700491,24.075608,3
95,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,05,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,A02,,,01,,,59,59,1,12,04,120.628959,24.205817,3
96,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,08,臺中市,北區,0,1,0,7,6,04,02,1,5,4,6,6,4,4,05,4,5,2,17,2,08,1,C03,7,05,02,14,,47,47,1,13,04,120.684394,24.153130,2
97,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,15,臺中市,大肚區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,13,2,08,2,C03,7,09,02,11,,07,07,1,06,04,120.545030,24.152079,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,20,臺中市,東區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,B03,7,15,02,05,,84,84,1,06,04,120.699234,24.129659,2
99,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,20,臺中市,北屯區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,01,4,5,1,13,2,09,2,C03,7,09,02,11,,07,07,1,06,04,120.682604,24.201416,2
100,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,21,臺中市,南區,0,3,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,B03,7,09,02,01,,15,15,1,12,04,120.646451,24.119789,2
101,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,22,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,02,,,20,,1,13,04,120.647475,24.217455,3
102,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,22,臺中市,大甲區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,2,08,2,C03,7,06,02,14,,26,26,1,06,04,120.624117,24.346597,2
103,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,23,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,51,,1,12,04,120.660194,24.146693,4
104,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,29,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,84,,1,12,04,120.700535,24.138877,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,30,臺中市,石岡區,0,0,0,7,,,,,,,,,,,,,,,,,,,A05,,,02,,,07,,1,11,04,120.789112,24.274020,3
106,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,34,臺中市,豐原區,0,2,0,7,6,13,07,1,5,4,6,6,4,4,05,4,4,2,17,2,09,5,C03,7,09,02,11,,07,07,1,13,04,120.718657,24.251912,2
107,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,38,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,51,51,1,12,04,120.575877,24.271540,3
108,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,39,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B01,,,01,,,84,84,1,06,04,120.690072,24.162892,3
109,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,42,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,01,,,51,51,1,12,04,120.531918,24.241292,3
110,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,44,臺中市,大雅區,0,1,0,7,6,13,09,1,5,4,6,6,1,1,09,4,5,2,13,3,10,3,B03,7,09,02,05,,59,59,1,12,04,120.662443,24.219374,2
111,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,47,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B12,,,01,,,51,51,1,12,04,120.747535,24.195888,3
112,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,47,臺中市,梧棲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,12,2,08,1,C03,7,01,02,11,,57,57,1,12,04,120.541271,24.250571,2
113,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,47,臺中市,東勢區,0,2,0,7,6,13,12,1,5,4,6,6,4,4,03,4,4,1,17,2,09,6,F01,7,15,05,12,,40,40,1,13,04,120.837872,24.225457,2
114,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,47,臺中市,新社區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.802798,24.197185,2
115,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,49,臺中市,北屯區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,05,4,4,2,11,3,10,3,B03,7,06,02,01,,11,11,1,13,04,120.676309,24.193341,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,49,臺中市,梧棲區,0,3,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,16,2,08,1,C03,7,06,02,13,,48,48,1,13,04,120.533452,24.254716,2
117,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,55,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,39,,1,13,04,120.662835,24.061779,3
118,66000,387130000C,(04)23274275,(04)23288582,2024,12,01,11,57,臺中市,太平區,0,1,0,7,6,05,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,2,C03,7,06,02,14,,14,14,1,13,04,120.721246,24.105271,2
