序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
15,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,06,23,臺中市,梧棲區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,1,C03,7,09,02,11,,15,15,1,06,04,120.532413,24.247986,2
16,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,06,39,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,15,,,,B03,,,01,,,15,,1,06,04,120.531599,24.240490,3
17,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,06,47,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,07,,1,12,04,120.631289,24.240038,3
18,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,06,47,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,07,,1,12,04,120.616189,24.189015,3
19,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,06,57,臺中市,大里區,0,2,0,7,6,04,03,1,5,4,6,6,1,1,10,5,5,1,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.674667,24.102855,2
20,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,10,臺中市,大肚區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B03,7,05,02,02,,47,47,1,06,04,120.545942,24.148595,2
21,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,10,臺中市,和平區,0,1,0,7,6,04,02,1,5,4,6,6,3,1,05,5,5,1,16,3,10,1,C03,7,10,02,11,,39,39,1,12,04,120.892303,24.169076,2
22,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,12,臺中市,大雅區,0,0,0,7,6,18,24,1,5,4,6,,4,4,05,5,5,1,17,,,,B03,,,01,,,84,,1,13,04,120.653593,24.223486,3
23,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,12,臺中市,神岡區,0,1,0,7,6,05,01,1,5,4,6,6,2,1,05,4,4,2,16,3,10,2,C03,7,11,02,12,,46,46,1,12,04,120.663701,24.258375,2
24,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,16,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B12,,,01,,,84,84,1,12,04,120.632427,24.170567,3
25,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,16,臺中市,大甲區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,59,59,1,09,04,120.647549,24.375129,3
26,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,17,臺中市,北屯區,0,1,0,7,6,08,09,1,5,4,6,6,4,4,10,5,5,1,18,2,09,1,C03,7,09,02,12,,84,84,1,12,04,120.752148,24.165610,2
27,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,18,臺中市,沙鹿區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,08,3,5,1,17,2,09,5,C03,7,09,02,12,,01,01,1,13,04,120.553235,24.226046,2
28,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,21,臺中市,大肚區,0,2,0,7,6,03,01,1,5,4,6,6,2,1,10,5,5,2,13,2,09,5,C03,7,09,02,11,,07,07,1,06,04,120.582389,24.172597,2
29,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,22,臺中市,大肚區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,43,,1,06,04,120.554073,24.132403,3
30,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,23,臺中市,后里區,0,0,0,7,,,,,,,,,,,,,,,17,,,,A12,,,02,,,08,,1,12,04,120.712065,24.303178,3
31,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,27,臺中市,北區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,3,10,5,C03,7,09,02,12,,15,15,1,13,04,120.683601,24.146770,2
32,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,29,臺中市,西屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,03,4,5,1,12,3,10,3,B03,7,05,02,06,,84,84,1,12,04,120.627094,24.181222,2
33,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,32,臺中市,后里區,0,0,0,7,6,04,02,1,5,4,6,6,4,4,01,4,5,2,12,,,,B12,,,02,,,35,,1,12,04,120.715342,24.320967,3
34,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,35,臺中市,清水區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,01,4,1,1,16,3,10,3,B03,7,05,02,05,,47,47,1,12,04,120.547733,24.277087,2
35,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,36,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,07,,1,12,04,120.721769,24.181050,3
36,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,38,臺中市,東區,0,1,0,7,6,03,02,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,B03,7,15,02,06,,84,84,1,12,04,120.685573,24.128870,2
37,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,38,臺中市,西屯區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,12,2,09,1,C03,7,06,02,14,,48,48,1,12,04,120.648767,24.168809,2
38,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,38,臺中市,西屯區,0,1,0,7,6,03,09,1,5,4,6,6,4,4,09,4,5,2,12,3,10,3,B03,7,05,02,02,,84,84,1,12,04,120.614521,24.181842,2
39,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,39,臺中市,龍井區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,05,5,5,1,17,3,10,3,B03,7,04,02,06,,01,01,1,12,04,120.528776,24.212464,2
40,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,41,臺中市,神岡區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,17,2,08,1,C03,7,09,02,11,,84,84,1,13,04,120.676787,24.246767,2
41,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,42,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,1,C03,7,05,09,12,,47,47,1,12,04,120.676199,24.201277,2
42,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,42,臺中市,太平區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,16,2,09,1,C03,7,11,02,11,,45,45,1,12,04,120.734305,24.149451,2
43,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,44,臺中市,大甲區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,13,2,09,2,C03,7,09,02,11,,59,59,1,06,04,120.631516,24.420750,2
44,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,44,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,02,,,43,,1,06,04,120.728896,24.276364,4
45,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,45,臺中市,西區,0,2,0,7,6,04,01,1,5,4,6,6,2,1,10,5,5,2,17,2,09,1,C03,7,01,02,12,,84,84,1,12,04,120.661862,24.155396,2
46,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,45,臺中市,大里區,0,1,0,7,6,08,09,1,5,4,6,6,4,4,01,4,5,1,30,,,,,,,,,,119,119,1,,,120.692848,24.100466,2
47,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,45,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,11,,,08,08,1,06,04,120.592263,24.181407,3
48,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,47,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,48,,1,12,04,120.549528,24.238766,3
49,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,48,臺中市,大里區,0,1,0,7,6,05,01,1,5,4,6,6,1,1,10,5,5,2,17,2,08,5,C03,7,06,02,11,,48,48,1,06,04,120.698656,24.079682,2
50,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,49,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,84,07,1,06,04,120.683471,24.134653,3
51,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,49,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,07,07,1,06,04,120.671456,24.173740,3
52,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,50,臺中市,北屯區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,2,C03,7,09,02,11,,15,15,1,12,04,120.691210,24.175663,2
53,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,51,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,12,,1,12,04,120.573881,24.228832,3
54,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,52,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,08,,1,13,04,120.713239,24.124612,3
55,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,53,臺中市,太平區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,03,4,5,2,17,2,09,2,C03,7,09,02,12,,84,84,1,12,04,120.718042,24.137098,2
56,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,53,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,A41,,,02,,,59,,1,13,04,120.597051,24.250335,3
57,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,55,臺中市,神岡區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,4,5,2,16,3,10,3,B03,7,05,02,05,,14,14,1,12,04,120.697922,24.248271,2
58,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,07,57,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,59,,1,06,04,120.531217,24.253266,4
59,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,03,臺中市,太平區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,1,C03,7,06,02,11,,12,12,1,06,04,120.701924,24.112410,2
60,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,06,臺中市,南屯區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B03,7,06,02,01,,14,14,1,13,04,120.613665,24.148248,2
61,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,08,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,2,13,3,10,1,C03,7,09,02,12,,07,07,1,13,04,120.654826,24.165676,2
62,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,08,臺中市,后里區,0,1,0,7,6,04,02,1,5,4,6,6,2,1,09,4,5,1,13,2,09,2,C03,7,09,02,11,,07,07,1,12,04,120.730370,24.309292,2
63,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,09,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,84,,1,06,04,120.687412,24.102232,3
64,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,10,臺中市,太平區,0,1,0,7,6,05,01,1,5,4,6,6,2,1,10,5,5,2,18,2,09,1,C03,7,09,02,14,,21,21,1,06,04,120.722378,24.112677,2
65,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,12,臺中市,南屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,17,2,09,2,C03,7,09,01,12,,59,59,1,06,04,120.644286,24.140701,2
66,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,13,臺中市,西屯區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,09,4,4,2,16,3,10,3,B03,7,05,02,06,,11,11,1,12,04,120.644490,24.202916,2
67,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,15,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,07,,1,12,04,120.698443,24.186567,3
68,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,15,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,07,,1,12,04,120.721618,24.179295,3
69,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,15,臺中市,烏日區,0,0,0,7,,,,,,,,,,,,,,,,,,,A42,,,02,,,78,,1,13,04,120.647862,24.078284,3
70,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,15,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,08,,1,,,120.600148,24.268239,3
71,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,18,臺中市,東區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,05,4,5,2,12,3,10,3,B03,7,09,02,02,,43,43,1,06,04,120.698449,24.133068,2
72,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,18,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,,1,12,04,120.647968,24.155642,3
73,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,18,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B12,,,02,,,49,49,1,06,04,120.682454,24.071894,3
74,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,18,臺中市,神岡區,0,1,0,7,6,18,09,1,5,4,6,6,3,1,05,5,4,2,17,2,09,1,C03,7,09,02,11,,84,84,1,13,04,120.712032,24.257504,2
75,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,20,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,01,,1,12,04,120.666731,24.114148,3
76,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,25,臺中市,南屯區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,01,4,5,2,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.599696,24.150888,2
77,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,25,臺中市,烏日區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,01,4,5,1,12,3,10,1,C03,7,04,02,13,,20,20,1,06,04,120.645472,24.109879,2
78,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,26,臺中市,北區,0,2,0,7,6,04,02,1,5,4,6,6,1,1,05,4,4,2,17,2,09,5,C03,7,01,02,14,,51,51,1,13,04,120.680869,24.149177,2
79,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,28,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,07,07,1,12,04,120.683868,24.196774,3
80,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,28,臺中市,西屯區,0,1,0,7,6,04,04,1,5,4,6,6,2,1,01,4,1,1,13,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.656124,24.159341,2
81,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,29,臺中市,大里區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,17,3,10,5,A12,7,02,02,07,,49,49,1,06,04,120.689993,24.082773,2
82,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,30,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,45,,1,12,04,120.636725,24.165268,3
83,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,33,臺中市,北屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,12,3,10,5,B03,7,04,02,02,,01,01,1,13,04,120.676783,24.185327,2
84,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,33,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,08,,1,06,04,120.691696,24.042907,3
85,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,35,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,07,,1,06,04,120.646942,24.147815,3
86,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,37,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,A12,,,02,,,51,,1,13,04,120.721817,24.198057,3
87,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,38,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,56,,1,12,04,120.629240,24.163707,3
88,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,40,臺中市,大雅區,0,0,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,17,,,,B03,,,02,,,84,,1,13,04,120.655694,24.222704,3
89,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,40,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,20,,1,12,04,120.628146,24.229493,3
90,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,40,臺中市,新社區,0,1,0,7,6,03,09,1,5,4,6,6,4,4,05,4,5,1,17,3,10,3,B13,7,06,02,06,,12,12,1,12,04,120.813756,24.221753,2
91,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,41,臺中市,大雅區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,17,2,09,2,C03,7,01,02,13,,51,51,1,12,04,120.668315,24.218167,2
92,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,42,臺中市,石岡區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,1,12,3,10,1,C03,7,04,09,13,,01,01,2,12,04,120.811493,24.254138,2
93,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,43,臺中市,南屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,17,3,10,3,B03,7,01,02,07,,51,51,1,13,04,120.654578,24.131394,2
94,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,43,臺中市,北屯區,0,2,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,12,2,09,2,C03,7,01,02,13,,51,51,1,12,04,120.716495,24.166175,2
95,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,44,臺中市,大里區,0,1,0,7,6,03,02,1,5,4,6,6,3,1,05,4,4,2,11,2,09,1,C03,7,01,02,14,,51,51,1,13,04,120.689409,24.117013,2
96,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,44,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,12,,,,A31,,,02,,,84,,1,06,04,120.543480,24.190247,3
97,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,45,臺中市,大里區,0,1,0,7,6,11,07,1,5,4,6,6,4,4,05,5,5,2,11,2,09,1,C03,7,05,02,14,,58,58,1,12,04,120.690072,24.076897,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,45,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,17,,,,A12,,,02,,,84,,1,12,04,120.718071,24.133452,3
99,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,47,臺中市,南屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B13,7,06,02,01,,11,11,1,06,04,120.624557,24.152096,2
100,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,47,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,45,,1,12,04,120.570680,24.255389,3
101,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,48,臺中市,北區,0,2,0,7,6,05,01,1,5,4,6,6,1,1,10,5,5,2,16,2,09,2,C03,7,09,02,12,,84,84,1,13,04,120.688911,24.153054,2
102,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,49,臺中市,北屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,4,5,2,13,3,10,3,B03,7,09,02,05,,84,84,1,12,04,120.686875,24.187488,2
103,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,49,臺中市,龍井區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,2,07,1,C03,7,15,02,11,,04,04,1,12,04,120.525224,24.212592,2
104,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,50,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,12,04,120.721830,24.243870,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,52,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,01,,,08,,1,13,04,120.680358,24.158314,3
106,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,56,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,07,,1,12,04,120.685726,24.185296,3
107,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,57,臺中市,南屯區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B03,7,09,02,01,,06,06,1,12,04,120.621090,24.145267,2
108,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,58,臺中市,北區,0,2,0,7,6,04,02,1,5,4,6,6,1,1,03,4,5,2,15,2,09,5,C03,7,09,02,11,,21,21,1,13,04,120.678313,24.163112,2
109,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,08,59,臺中市,神岡區,0,1,0,7,6,13,07,1,5,4,6,6,4,4,09,4,4,2,18,2,09,2,C03,7,09,02,12,,84,84,1,12,04,120.660454,24.259039,2
110,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,00,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,01,,,85,,1,13,04,120.648501,24.158927,4
111,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,00,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B02,,,02,,,59,,1,06,04,120.531451,24.255451,4
112,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,05,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,,1,13,04,120.653173,24.144986,3
113,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,06,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,11,,,,B03,,,01,,,59,,1,06,04,120.531603,24.255316,3
114,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,11,臺中市,西屯區,0,1,0,7,6,05,01,1,5,4,6,6,2,1,10,5,5,2,12,3,10,3,D03,7,09,02,02,,08,08,1,10,04,120.659589,24.193073,2
115,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,13,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,12,3,10,5,B03,7,05,02,05,,11,11,1,13,04,120.709921,24.180110,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,19,臺中市,北區,0,1,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,16,2,04,2,C03,7,09,02,11,,21,21,1,13,04,120.690920,24.157904,2
117,66000,387130000C,(04)23274275,(04)23288582,2024,08,01,09,20,臺中市,烏日區,0,1,0,7,6,13,09,1,5,4,6,6,2,1,05,4,5,2,13,2,09,4,F01,7,09,02,11,,84,84,1,12,04,120.612537,24.105124,2
