序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
11,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,02,06,臺中市,大里區,0,1,0,5,6,04,01,1,4,4,6,6,3,1,01,4,4,1,15,3,10,3,B03,7,09,02,05,,24,24,1,06,04,120.679220,24.113989,2
12,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,02,12,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,04,,2,,04,120.538080,24.252823,3
13,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,02,14,臺中市,太平區,0,1,0,5,6,04,01,1,4,4,6,6,3,1,10,5,5,2,15,3,10,3,B03,7,09,02,05,,24,24,1,13,04,120.719032,24.142307,2
14,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,05,02,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,1,1,01,4,5,2,16,3,10,5,B03,7,01,09,08,,51,51,1,12,04,120.652500,24.166349,2
15,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,05,27,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,,,,,B02,,,02,,,07,07,1,12,04,120.720997,24.269508,3
16,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,06,04,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,B03,7,05,01,05,,47,47,2,12,04,120.668613,24.192699,2
17,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,06,09,臺中市,北區,0,1,0,7,6,04,07,1,5,4,6,6,1,1,03,4,5,2,17,3,10,3,B03,7,01,02,08,,51,51,1,13,04,120.664253,24.162085,2
18,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,06,27,臺中市,北屯區,0,1,0,7,6,04,04,1,5,4,6,6,2,1,10,5,5,2,13,2,09,1,C03,7,09,02,11,,84,84,1,12,04,120.699122,24.176113,2
19,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,06,30,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,23,,,,B03,,,02,,,84,,1,13,04,120.717411,24.156568,3
20,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,06,32,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,02,,,21,,1,06,04,120.689631,24.115402,3
21,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,06,49,臺中市,龍井區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,2,28,,,,,,,,,,118,118,1,,,120.529674,24.184765,2
22,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,06,55,臺中市,北屯區,0,1,0,7,6,05,01,1,5,4,6,6,1,1,05,5,4,2,13,,,,,,21,,,,86,86,2,,,120.690158,24.170319,2
23,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,07,15,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,49,,1,06,04,120.559421,24.231757,3
24,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,07,31,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,,,,,B02,,,02,,,84,,1,12,04,120.670417,24.109704,3
25,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,07,45,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,84,,1,12,04,120.564864,24.278517,3
26,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,07,49,臺中市,北屯區,0,1,0,7,6,04,02,1,5,4,6,6,2,1,05,2,5,2,13,2,09,1,C03,7,09,02,14,,07,07,1,12,04,120.676260,24.184479,2
27,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,07,54,臺中市,霧峰區,0,2,0,7,6,03,02,1,5,4,6,6,4,4,05,5,5,1,13,2,09,1,C03,7,06,02,14,,39,39,1,12,04,120.704587,24.072097,2
28,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,01,臺中市,南屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,01,4,5,2,13,2,09,5,C03,7,09,02,11,,07,07,1,13,04,120.620761,24.145181,2
29,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,25,臺中市,沙鹿區,0,1,0,7,6,13,08,1,5,4,6,6,1,1,01,3,1,1,12,2,09,2,C03,7,09,02,11,,59,59,1,06,04,120.583329,24.250185,2
30,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,28,臺中市,外埔區,0,0,0,7,,,,,,,,,,,,,,,11,,,,A04,,,02,,,08,,1,06,04,120.651034,24.332901,3
31,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,29,臺中市,北屯區,0,1,0,6,6,04,01,1,5,4,6,6,1,1,10,5,5,2,12,3,10,3,B03,7,06,02,05,,41,41,1,06,04,120.686270,24.185439,2
32,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,30,臺中市,龍井區,0,2,0,7,6,04,02,1,5,4,6,6,4,4,10,5,5,1,16,2,08,1,C03,7,06,02,12,,04,04,1,06,04,120.582388,24.177489,2
33,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,30,臺中市,沙鹿區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,01,3,1,1,12,2,09,2,C03,7,09,02,11,,84,84,1,12,04,120.580772,24.198299,2
34,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,32,臺中市,太平區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,18,2,09,1,C03,7,09,02,12,,84,84,1,12,04,120.724869,24.129824,2
35,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,35,臺中市,大甲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,12,2,09,2,C03,7,08,02,11,,07,07,1,13,02,120.621194,24.343085,2
36,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,39,臺中市,豐原區,0,1,0,7,6,05,01,1,5,4,6,6,1,1,05,4,4,1,01,2,09,6,H04,8,16,02,17,,96,96,1,13,05,120.727044,24.251781,2
37,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,48,臺中市,后里區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,1,C03,7,09,02,11,,15,15,1,12,04,120.715849,24.308528,2
38,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,49,臺中市,烏日區,0,0,0,7,,,,,,,,,,,,,,,17,,,,,,,,,,119,119,1,,,120.620704,24.106640,3
39,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,50,臺中市,太平區,0,2,0,7,6,11,09,1,5,4,6,6,4,4,10,5,5,1,16,2,09,2,C03,7,09,02,11,,43,43,1,12,04,120.773652,24.103190,2
40,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,54,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,49,1,12,04,120.718860,24.175692,3
41,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,55,臺中市,豐原區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,B12,7,11,02,01,,45,45,1,13,04,120.724069,24.226998,2
42,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,56,臺中市,北屯區,0,2,0,6,6,04,09,1,5,4,6,6,1,1,04,5,5,2,16,2,09,1,C03,7,06,02,14,,39,34,1,12,04,120.676300,24.174398,2
43,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,08,56,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,23,,,,B03,,,01,,,08,,1,12,04,120.612976,24.184321,3
44,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,03,臺中市,西區,0,0,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,2,12,,,,B03,,,01,,,84,,1,13,04,120.671877,24.137865,3
45,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,14,臺中市,南屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,16,3,10,3,B03,7,11,02,04,,45,45,1,06,04,120.610077,24.135195,2
46,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,14,臺中市,太平區,0,1,0,7,6,03,02,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,B03,7,01,02,08,,51,51,1,12,04,120.727958,24.150049,2
47,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,15,臺中市,中區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,02,,,59,,1,12,04,120.682369,24.135973,4
48,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,17,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,14,,1,12,04,120.656716,24.148960,3
49,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,17,臺中市,霧峰區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,05,5,5,2,16,3,10,3,B03,7,05,02,05,,20,20,1,13,04,120.709277,24.080683,2
50,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,33,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,,1,12,04,120.727298,24.250461,3
51,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,36,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,,1,06,04,120.667024,24.155258,3
52,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,37,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,25,,,,B02,,,02,,,84,84,1,06,04,120.686978,24.135948,3
53,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,39,臺中市,沙鹿區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,01,4,4,2,17,3,10,3,B03,7,05,02,02,,84,84,1,06,04,120.563785,24.233279,2
54,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,40,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,59,,1,12,04,120.653335,24.126223,3
55,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,42,臺中市,南區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B03,7,06,02,01,,14,14,1,12,04,120.656423,24.130712,2
56,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,44,臺中市,東區,0,1,0,6,6,13,08,1,5,4,3,3,4,4,05,5,4,2,16,3,10,3,B03,7,01,02,08,,51,51,1,07,04,120.699532,24.145548,2
57,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,45,臺中市,東區,0,1,0,7,6,03,02,1,5,4,6,6,2,1,10,5,5,2,17,3,10,5,C03,7,15,02,12,,84,84,1,13,04,120.686877,24.136117,2
58,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,48,臺中市,太平區,0,0,0,7,6,,,,,,,,,,,,,,,,,,B03,,,02,05,,84,84,1,12,04,120.728292,24.155031,3
59,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,50,臺中市,南屯區,0,0,0,6,6,13,09,1,5,4,5,6,4,4,09,5,5,2,13,,,,C03,,,01,,,07,,1,12,04,120.634332,24.152196,3
60,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,55,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,14,,1,12,04,120.671557,24.124508,3
61,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,55,臺中市,烏日區,0,0,0,7,6,13,07,1,5,4,6,6,4,4,01,4,1,1,17,,,,B03,,,02,,,07,,1,12,04,120.646375,24.110952,3
62,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,09,56,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,B01,,,01,,,07,,1,13,04,120.709409,24.202166,3
63,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,00,臺中市,北屯區,0,3,0,6,6,03,01,1,5,4,6,3,4,4,10,5,5,2,16,2,09,2,C03,7,06,02,14,,14,14,1,06,04,120.694901,24.163821,2
64,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,00,臺中市,太平區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,09,5,5,1,17,2,09,1,C03,7,15,02,11,,04,04,1,12,04,120.703601,24.113813,2
65,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,02,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,42,,1,12,04,120.733536,24.146294,3
66,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,04,臺中市,后里區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,02,,,51,,1,12,04,120.710727,24.305675,3
67,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,08,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,84,84,1,13,04,120.701456,24.138879,3
68,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,09,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,A02,,,02,,,84,84,1,13,04,120.636051,24.147705,3
69,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,09,臺中市,神岡區,0,0,0,7,,,,,,,,,,,,,,,30,,,,A11,,,02,,,84,,1,06,04,120.672387,24.249945,3
70,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,11,臺中市,西屯區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,1,16,3,10,3,B03,7,06,02,08,,14,14,1,12,04,120.612583,24.186387,2
71,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,12,臺中市,太平區,0,0,0,7,6,,,,,,,,,,,,,,,,,,F03,,,02,11,,39,39,1,12,04,120.716809,24.151665,3
72,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,19,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,06,04,120.683194,24.088777,3
73,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,21,臺中市,豐原區,0,2,0,7,6,05,01,1,5,4,6,6,1,1,05,4,4,2,16,2,09,1,C03,7,15,02,14,12,22,22,1,13,04,120.723504,24.252139,2
74,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,22,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,11,,,,B03,,,01,,,08,,1,12,04,120.647875,24.182068,3
75,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,24,臺中市,北屯區,0,1,0,7,6,04,04,1,5,4,6,6,2,1,01,2,4,2,13,3,10,3,B12,7,09,02,05,,07,07,1,12,04,120.711955,24.164564,2
76,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,24,臺中市,大甲區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,84,84,1,13,04,120.625963,24.346996,3
77,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,25,臺中市,烏日區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,B03,7,05,02,02,,11,11,1,06,04,120.589957,24.113642,2
78,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,28,臺中市,東勢區,0,2,0,7,6,04,01,1,5,4,6,6,4,4,05,5,5,1,15,2,09,1,C03,7,09,02,12,,12,20,1,12,04,120.827590,24.258866,2
79,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,29,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,02,,,40,,1,13,04,120.705468,24.211429,3
80,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,29,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,09,,,,B03,,,01,,,51,51,1,12,04,120.674130,24.152116,3
81,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,31,臺中市,南區,0,1,0,7,6,04,09,1,5,4,6,6,4,4,05,5,5,2,16,3,10,5,B03,7,05,02,01,,13,13,1,06,04,120.657800,24.111844,2
82,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,31,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,59,59,1,06,04,120.569433,24.238392,3
83,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,32,臺中市,南屯區,0,0,0,5,6,13,09,1,4,4,6,6,4,4,10,5,5,2,27,,,,B11,,,01,,,59,,1,12,04,120.613530,24.157218,3
84,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,33,臺中市,東區,0,0,0,6,,,,,,,,,,,,,,,,,,,H03,,,01,,,112,,1,13,05,120.694423,24.142770,3
85,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,33,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,12,,,,A02,,,02,,,08,84,1,06,04,120.696339,24.135014,3
86,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,33,臺中市,北屯區,0,1,0,7,6,05,01,1,5,4,6,6,1,1,04,5,4,2,17,3,10,1,C03,7,05,09,12,,22,22,2,13,04,120.693505,24.176430,2
87,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,35,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B12,,,02,,,07,,1,13,04,120.663261,24.073789,3
88,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,41,臺中市,北屯區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,05,4,5,2,12,3,10,3,B03,7,05,02,02,,14,14,1,13,04,120.694688,24.170190,2
89,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,41,臺中市,東勢區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,05,5,5,1,16,2,09,1,C03,7,06,02,12,,04,04,1,12,04,120.836400,24.251128,2
90,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,48,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,,1,12,04,120.685519,24.095897,3
91,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,50,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,09,,,49,,2,12,04,120.693093,24.171371,3
92,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,53,臺中市,南屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,13,2,07,2,C03,7,09,02,11,,07,07,1,06,04,120.643616,24.146839,2
93,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,56,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,40,,1,06,04,120.719478,24.182090,3
94,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,56,臺中市,大里區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,1,12,2,09,1,C03,7,08,02,14,,40,40,1,06,04,120.689705,24.114162,2
95,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,57,臺中市,太平區,0,1,0,7,6,04,14,1,5,4,6,6,2,1,05,5,5,1,17,2,09,1,C03,7,09,02,11,,21,84,1,12,04,120.737736,24.131531,2
96,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,57,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,09,,,08,,1,13,04,120.701060,24.249437,3
97,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,10,58,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,15,3,10,1,C03,7,09,02,12,,15,15,1,12,04,120.672215,24.175988,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,00,臺中市,沙鹿區,0,0,0,7,6,13,09,1,4,4,6,6,4,4,04,4,5,2,17,,,,B03,,,10,,,87,,1,12,04,120.564163,24.248904,3
99,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,03,臺中市,南屯區,0,2,0,7,6,13,07,1,5,4,6,6,4,4,09,4,4,2,13,2,08,5,C03,7,09,01,12,,07,07,1,13,04,120.637059,24.137443,2
100,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,04,臺中市,清水區,0,1,0,5,6,03,01,1,4,4,6,6,4,4,08,3,4,1,17,3,10,3,B03,7,05,02,08,,13,13,1,12,04,120.562067,24.264165,2
101,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,05,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,11,,,85,,1,12,04,120.698538,24.064373,3
102,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,09,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,12,04,120.704627,24.154074,3
103,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,13,臺中市,西屯區,0,1,0,6,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,B03,7,05,02,05,,20,20,1,05,04,120.616870,24.182580,2
104,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,15,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,,1,12,04,120.674716,24.138522,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,19,臺中市,北屯區,0,1,0,7,6,13,09,1,5,4,6,6,2,1,01,4,5,2,13,2,07,2,C03,7,09,02,12,,07,07,1,12,04,120.697070,24.170420,2
106,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,19,臺中市,太平區,0,1,0,7,6,04,02,1,5,4,6,6,4,4,05,2,4,1,16,3,10,3,B03,7,06,02,02,,20,20,1,12,04,120.730794,24.112419,2
107,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,21,臺中市,豐原區,0,0,0,6,,,,,,,,,,,,,,,11,,,,B03,,,02,,,39,,1,13,04,120.716867,24.248942,3
108,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,24,臺中市,西屯區,0,0,0,5,,,,,,,,,,,,,,,14,,,,B03,,,01,,,84,,1,13,04,120.612277,24.191838,3
109,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,25,臺中市,北區,0,3,0,7,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,2,09,2,C03,7,09,02,12,,21,21,1,13,04,120.665315,24.160282,2
110,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,30,臺中市,沙鹿區,0,0,0,5,,,,,,,,,,,,,,,,,,,B03,,,02,,,51,51,1,06,04,120.571572,24.258795,3
111,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,31,臺中市,西區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,2,17,3,10,3,B03,7,15,02,04,,76,76,1,13,04,120.675046,24.136876,2
112,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,31,臺中市,西屯區,0,2,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,11,2,09,1,C03,7,06,02,11,,48,48,1,12,04,120.648323,24.176490,2
113,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,31,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,07,,1,12,04,120.695205,24.059610,3
114,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,32,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,,1,12,04,120.636070,24.170969,3
115,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,36,臺中市,潭子區,0,1,0,6,6,13,09,1,5,4,6,6,4,4,10,5,5,1,09,3,10,6,F01,7,09,02,11,,58,58,1,12,04,120.702802,24.187471,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,41,臺中市,西屯區,0,0,0,5,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,59,1,12,04,120.630935,24.167614,3
117,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,42,臺中市,東區,0,1,0,7,6,13,07,1,5,4,6,6,4,4,09,5,4,2,17,2,09,5,C03,7,09,02,11,,84,84,1,13,04,120.708160,24.144326,2
118,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,43,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,,,,,B01,,,01,,,59,59,1,06,04,120.680494,24.157188,3
119,66000,387130000C,(04)23274275,(04)23288582,2024,06,01,11,44,臺中市,南屯區,0,0,0,5,,,,,,,,,,,,,,,13,,,,B03,,,01,,,59,,1,06,04,120.623151,24.144461,3
