序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路類別,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,當事者區分(類別),車輛用途,當事者行動狀態,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
11,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,00,33,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,84,,1,12,04,120.708058,24.180151,3
12,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,00,38,臺中市,西屯區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,12,3,10,5,C03,7,07,01,16,,40,40,1,13,04,120.649888,24.163536,2
13,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,00,43,臺中市,霧峰區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,07,,1,13,04,120.700009,24.073665,3
14,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,00,48,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,02,,,26,,1,12,04,120.714343,24.149312,3
15,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,05,臺中市,后里區,0,0,0,7,6,13,07,1,5,4,6,6,3,1,01,4,4,1,13,,,,B03,,,02,,,07,,1,12,04,120.700280,24.312615,3
16,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,10,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,84,,1,12,04,120.650071,24.162759,3
17,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,10,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,84,,1,13,04,120.667185,24.178179,3
18,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,12,臺中市,神岡區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,02,,,07,,1,12,04,120.665075,24.273958,3
19,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,13,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B02,,,02,,,08,,1,12,04,120.639596,24.184995,3
20,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,14,臺中市,西屯區,0,1,0,7,6,03,02,1,5,4,6,6,4,4,05,5,5,2,17,2,09,6,F02,7,11,02,15,,39,39,1,12,04,120.662411,24.172904,2
21,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,15,臺中市,西區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,01,4,1,2,18,2,09,1,C03,7,09,02,14,,84,84,1,06,04,120.661587,24.155869,2
22,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,24,臺中市,后里區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,B03,7,06,02,04,,20,20,1,06,04,120.701355,24.325081,2
23,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,36,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,C03,,,11,,,84,,1,13,04,120.693044,24.160071,3
24,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,38,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,40,,1,12,04,120.656130,24.199007,3
25,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,41,臺中市,神岡區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,05,4,5,1,13,2,09,1,C03,7,06,02,11,,59,59,1,12,04,120.698909,24.235571,2
26,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,42,臺中市,北屯區,0,2,0,7,6,04,01,1,5,4,6,6,3,1,10,5,5,2,15,3,10,3,B03,7,09,02,01,,12,12,1,12,04,120.709918,24.180116,2
27,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,45,臺中市,北屯區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,01,2,5,2,12,2,09,2,C03,7,09,02,11,,05,05,1,12,04,120.686105,24.178956,2
28,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,48,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,87,,1,,,120.654012,24.159918,3
29,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,55,臺中市,南區,0,1,0,6,6,04,01,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,B03,7,09,02,04,,21,21,1,12,04,120.664019,24.127533,2
30,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,55,臺中市,西屯區,0,3,0,7,6,04,02,1,5,4,6,6,2,1,05,4,5,2,12,2,09,1,C03,7,08,02,14,,40,40,1,05,04,120.636917,24.172360,2
31,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,01,58,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,51,,1,13,04,120.676962,24.159185,3
32,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,02,07,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,40,,1,12,04,120.685450,24.166177,3
33,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,02,21,臺中市,西屯區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,05,3,5,2,17,2,09,1,C03,7,06,02,14,,84,84,1,13,04,120.647894,24.174161,2
34,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,02,25,臺中市,南屯區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,03,4,4,2,17,2,08,5,C03,7,09,02,11,,59,59,1,12,04,120.633584,24.150819,2
35,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,02,33,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,84,,1,13,04,120.609867,24.184512,3
36,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,03,00,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,84,,1,12,04,120.645371,24.186414,3
37,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,03,25,臺中市,中區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,49,,1,12,04,120.675551,24.143149,3
38,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,03,48,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,16,,,,C03,,,01,,,48,,1,13,04,120.677877,24.167142,3
39,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,03,53,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,09,,,49,,1,13,04,120.664051,24.195374,3
40,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,04,08,臺中市,北區,0,1,0,7,6,04,01,1,5,4,6,6,3,1,10,5,5,2,15,2,08,3,B03,7,09,02,02,,24,24,1,12,04,120.697532,24.160824,2
41,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,04,09,臺中市,北屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,17,2,07,2,C03,7,09,06,15,,84,84,1,12,04,120.693088,24.166686,2
42,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,04,34,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,49,49,1,12,04,120.606369,24.269573,3
43,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,05,33,臺中市,南屯區,0,2,0,7,6,04,01,1,5,4,6,6,3,1,10,5,5,2,15,2,09,5,C03,7,09,02,12,11,20,20,1,12,04,120.641337,24.129531,2
44,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,06,06,臺中市,北區,0,1,0,7,6,03,08,1,5,4,6,6,4,4,01,4,4,2,17,2,08,2,C03,7,07,02,15,,84,84,1,13,04,120.684971,24.164446,2
45,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,06,10,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,16,3,10,3,B02,7,11,02,06,,45,45,1,12,04,120.600372,24.212071,2
46,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,06,43,臺中市,石岡區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,5,5,1,12,3,10,3,B12,7,04,02,02,,08,08,1,12,04,120.767481,24.278514,2
47,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,06,46,臺中市,西區,0,2,0,7,6,05,01,1,5,4,6,6,1,1,10,5,5,2,15,2,09,1,C03,7,09,02,11,,21,21,1,06,04,120.656196,24.143225,2
48,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,06,48,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,84,84,1,12,04,120.655783,24.199594,3
49,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,06,54,臺中市,大里區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,03,4,4,1,16,3,10,3,B03,7,05,02,05,,20,20,1,13,04,120.696362,24.087215,2
50,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,07,00,臺中市,南區,0,0,0,7,6,13,08,1,5,4,6,6,4,4,01,5,4,2,17,,,,,,,,,,119,119,1,,,120.648212,24.111219,3
51,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,07,09,臺中市,南屯區,0,1,0,7,6,03,04,1,5,4,6,6,1,1,05,5,5,2,13,3,10,5,B03,7,10,02,05,,59,59,1,13,04,120.609883,24.140483,2
52,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,07,09,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,15,,,,C03,,,01,,,14,,1,12,04,120.591690,24.181135,3
53,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,07,11,臺中市,沙鹿區,0,2,0,7,6,03,01,1,5,4,6,6,1,1,10,5,5,2,17,2,09,2,C02,7,05,02,12,,11,11,1,12,04,120.578477,24.223393,2
54,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,07,39,臺中市,東區,0,2,0,7,6,13,09,1,5,4,6,6,1,1,05,5,5,2,13,2,08,1,C03,7,09,02,11,,07,07,1,11,04,120.699763,24.137141,2
55,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,07,50,臺中市,潭子區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,01,4,4,1,17,3,10,3,B03,7,07,01,03,,40,40,1,13,04,120.705560,24.215645,2
56,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,01,臺中市,龍井區,0,1,0,7,6,04,01,1,5,4,6,6,2,1,09,5,5,2,16,3,10,3,B03,7,05,02,02,,65,65,1,12,04,120.584067,24.182135,2
57,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,24,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,84,,1,12,04,120.733247,24.155429,3
58,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,25,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,16,,,,B03,,,01,,,14,,1,13,04,120.678817,24.158193,3
59,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,36,臺中市,北屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,2,17,3,10,3,B03,7,09,08,01,,04,04,1,12,04,120.686073,24.188247,2
60,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,46,臺中市,潭子區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,86,,1,,,120.702831,24.210536,3
61,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,46,臺中市,南屯區,0,1,0,7,6,04,02,1,5,4,6,6,2,1,05,4,4,2,17,3,10,3,B03,7,05,02,05,,20,20,1,12,04,120.652959,24.140139,2
62,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,46,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,84,,1,12,04,120.722869,24.242104,3
63,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,51,臺中市,大里區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,10,4,5,1,12,2,09,2,C03,7,06,02,14,,08,08,1,06,04,120.687489,24.086957,2
64,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,54,臺中市,北屯區,0,2,0,7,6,04,08,1,5,4,6,6,2,1,01,4,4,2,13,2,07,1,C03,7,09,02,11,,07,07,1,12,04,120.702114,24.186400,2
65,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,08,57,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,C03,,,01,,,58,58,1,13,04,120.654750,24.135200,3
66,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,09,02,臺中市,西屯區,0,1,0,7,6,03,02,1,5,4,6,6,1,1,01,4,5,2,13,2,09,5,C03,7,09,02,11,,84,84,1,13,04,120.657394,24.200645,2
67,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,09,05,臺中市,龍井區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,05,4,5,1,12,2,09,1,C03,7,09,02,11,,07,07,1,12,04,120.558606,24.193591,2
68,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,09,08,臺中市,烏日區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,84,,1,06,04,120.616732,24.119585,3
69,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,09,23,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,,,,,F03,,,02,,,84,,1,12,04,120.715214,24.136702,3
70,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,09,31,臺中市,大甲區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,09,3,10,6,H01,8,20,01,17,,109,109,1,12,05,120.646843,24.406010,2
71,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,09,40,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,07,,1,13,04,120.702381,24.131401,3
72,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,09,40,臺中市,南屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,02,5,2,2,17,2,09,1,C03,7,09,02,14,,05,05,1,13,04,120.597872,24.155393,2
73,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,05,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,84,,1,12,04,120.749548,24.254939,3
74,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,08,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,08,,1,12,04,120.573682,24.231194,3
75,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,16,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,A41,,,02,,,49,,1,12,04,120.672584,24.186907,3
76,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,22,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,50,,1,12,04,120.681262,24.128610,3
77,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,27,臺中市,東區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,02,,,07,,1,06,04,120.705236,24.131399,3
78,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,27,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,07,,1,12,04,120.636070,24.170969,3
79,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,32,臺中市,西屯區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,09,4,5,2,16,3,10,3,B03,7,06,02,02,,11,11,1,12,04,120.651959,24.182000,2
80,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,50,臺中市,東區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,01,4,5,2,30,2,09,1,C03,7,09,02,12,,84,84,1,12,04,120.684193,24.124041,2
81,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,50,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,07,,1,12,04,120.549026,24.196191,3
82,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,51,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,02,,,49,,1,13,04,120.616149,24.190226,3
83,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,53,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,02,,,84,,1,12,04,120.681518,24.192232,3
84,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,10,58,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,87,,1,12,04,120.552159,24.194442,3
85,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,02,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,01,,,45,,1,13,04,120.661735,24.137572,3
86,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,02,臺中市,豐原區,0,1,0,7,6,04,02,1,5,4,6,6,1,1,10,5,5,1,17,2,09,1,C03,7,15,02,14,,84,84,1,12,04,120.723481,24.252121,2
87,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,20,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,01,,,15,,1,06,04,120.570068,24.216204,3
88,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,21,臺中市,大里區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,09,5,5,1,17,2,09,1,C03,7,15,02,12,,42,42,1,13,04,120.698931,24.089548,2
89,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,24,臺中市,太平區,0,1,0,7,6,13,09,1,5,4,6,6,2,1,01,3,5,2,13,2,09,2,C03,7,09,02,11,,59,59,1,12,04,120.713040,24.143464,2
90,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,25,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,12,,,,B03,,,01,,,35,,1,12,04,120.665348,24.143269,3
91,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,26,臺中市,南屯區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,01,4,5,2,12,3,10,5,B02,7,05,02,06,,47,47,1,13,04,120.646416,24.126122,2
92,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,27,臺中市,大安區,0,3,0,7,6,04,01,1,5,4,6,6,4,4,10,5,5,2,17,2,09,1,C03,7,09,02,11,,20,20,1,06,04,120.608306,24.361321,2
93,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,28,臺中市,北屯區,0,1,0,7,6,13,08,1,5,4,6,6,4,4,05,4,4,2,17,3,10,3,B03,7,07,02,02,,20,20,1,12,04,120.722832,24.164496,2
94,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,33,臺中市,龍井區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B11,,,01,,,87,87,1,12,04,120.590726,24.183092,3
95,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,40,臺中市,清水區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,48,,1,12,04,120.576701,24.265587,3
96,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,49,臺中市,北屯區,0,2,0,7,6,05,01,1,5,4,6,6,4,4,10,5,5,2,15,2,09,1,C03,7,09,02,14,,13,13,1,12,04,120.695487,24.174397,2
97,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,54,臺中市,烏日區,0,1,0,7,6,04,01,5,5,4,6,6,2,1,10,5,5,2,15,2,09,1,C03,7,09,02,11,,21,21,1,06,04,120.646375,24.110952,2
98,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,55,臺中市,烏日區,0,0,0,7,,,,,,,,,,,,,,,13,,,,F01,,,02,,,84,,1,13,05,120.624158,24.104055,3
99,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,56,臺中市,西屯區,0,1,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,17,3,10,5,C03,7,09,01,12,,84,84,1,13,02,120.641898,24.167718,2
100,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,56,臺中市,西屯區,0,0,0,7,6,13,09,1,5,4,6,6,4,4,10,5,5,2,14,3,10,3,B03,7,02,09,05,02,49,49,2,06,04,120.643762,24.176845,3
101,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,11,58,臺中市,南屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B12,,,02,,,08,,1,12,04,120.612056,24.150527,3
102,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,00,臺中市,梧棲區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,08,,,84,,1,12,04,120.541884,24.258870,3
103,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,03,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,49,,1,13,04,120.668760,24.115263,3
104,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,07,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B02,,,02,,,84,,1,12,04,120.669406,24.173015,3
105,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,11,臺中市,北區,0,0,0,7,,,,,,,,,,,,,,,17,,,,B03,,,02,,,07,,1,13,04,120.675574,24.148590,3
106,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,12,臺中市,太平區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,02,,,26,,1,12,04,120.714900,24.141646,3
107,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,15,臺中市,后里區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,4,1,12,3,10,3,B03,7,05,02,02,,47,47,1,12,04,120.722849,24.310437,2
108,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,20,臺中市,南區,0,0,0,7,,,,,,,,,,,,,,,,,,,C03,,,11,,,51,51,1,13,04,120.680303,24.128774,3
109,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,25,臺中市,北區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,05,5,4,2,12,3,10,3,B03,7,05,02,02,,08,08,1,12,04,120.678193,24.148837,2
110,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,25,臺中市,大肚區,0,1,0,7,6,04,01,1,5,4,6,6,1,1,09,5,5,2,17,3,10,1,C03,7,06,02,16,,87,87,1,12,04,120.579073,24.168834,2
111,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,30,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B12,,,01,,,49,49,1,06,04,120.711822,24.165071,3
112,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,35,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,01,,,07,,1,12,04,120.685873,24.182161,3
113,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,37,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,13,,,,B03,,,01,,,84,84,1,13,04,120.642648,24.190733,3
114,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,42,臺中市,太平區,0,1,0,7,6,03,01,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,B03,7,05,02,07,,14,14,1,12,04,120.719750,24.126346,2
115,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,46,臺中市,西區,0,2,0,7,6,04,01,1,5,4,6,6,1,1,05,5,5,2,16,2,09,5,C03,7,06,02,12,,36,36,1,12,04,120.668342,24.139696,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,12,47,臺中市,清水區,0,0,0,7,6,13,09,1,5,4,6,6,4,4,08,3,5,2,12,,,,B12,,,02,,,08,,1,12,04,120.578493,24.270402,3
117,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,13,00,臺中市,豐原區,0,1,0,7,6,13,09,1,5,4,6,6,2,1,01,4,5,1,17,3,10,3,B03,7,14,02,04,,76,76,1,12,04,120.744373,24.264436,2
118,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,13,02,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,14,,,,B03,,,01,,,49,,1,12,04,120.711574,24.164947,3
119,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,13,06,臺中市,南區,0,0,0,7,6,13,09,1,5,4,6,6,4,,10,4,5,2,14,3,10,3,B03,7,02,01,03,,49,49,1,12,04,120.675844,24.126625,3
120,66000,387130000C,(04)23274275,(04)23288582,2024,01,01,13,07,臺中市,沙鹿區,0,0,0,7,,,,,,,,,,,,,,,,,,,B03,,,02,,,07,,1,13,04,120.567519,24.204687,3
